,Name,Age,Nationality,Overall,Potential,Height,Weak.Foot
13766,Choi Hyun Tae,30,Korea Republic,62,62,152.4,3
13767,Jefté,24,Spain,62,66,182.88,3
13768,G. Crociata,20,Italy,62,76,152.4,4
13769,V. Pinson,22,France,62,69,152.4,4
13770,D. Williams,30,England,62,62,182.88,3
13771,K. Lejeune,33,France,62,62,152.4,2
13772,D. Avounou,20,Congo,62,75,152.4,2
13773,S. Barreto,19,Argentina,62,77,182.88,3
13774,T. Sawada,27,Japan,62,62,152.4,3
13775,T. Payne,24,New Zealand,62,66,152.4,3
13776,M. Yamane,24,Japan,62,68,152.4,4
13777,J. Dem,25,Germany,62,65,182.88,3
13778,Ba Dun,22,China PR,62,69,152.4,3
13779,A. Georgiou,21,Cyprus,62,75,152.4,2
13780,Álex Blanco,19,Spain,62,75,152.4,4
13781,J. Kotzke,28,Germany,62,62,182.88,3
13782,I. Varone,25,Italy,62,64,182.88,3
13783,J. Cejas,20,Argentina,62,76,152.4,3
13784,T. Söderström,24,Sweden,62,67,182.88,3
13785,Fran Serrano,23,Spain,62,70,182.88,3
13786,K. Fujimoto,32,Japan,62,62,152.4,2
13787,I. Moreno,20,Mexico,62,72,152.4,3
13788,Lucas Rodrigues,18,Brazil,62,71,182.88,3
13789,S. Slocombe,30,England,62,62,182.88,3
13790,J. Araya,22,Chile,62,73,152.4,3
13791,A. Palumbo,21,Italy,62,69,182.88,3
13792,J. Wehrmann,19,Netherlands,62,76,152.4,3
13793,R. Taillan,26,France,62,65,182.88,2
13794,C. Sabaly,19,Senegal,62,79,152.4,3
13795,M. Phaeton,18,France,62,77,182.88,3
13796,P. Uscanga,27,Mexico,62,63,152.4,3
13797,J. Konings,20,Netherlands,62,72,152.4,3
13798,A. Ndiaye,18,Senegal,62,80,182.88,2
13799,A. Groiß,20,Germany,62,72,182.88,3
13800,C. Gameiro,25,Australia,62,67,152.4,3
13801,I. Buckley-Ricketts,20,England,62,73,152.4,2
13802,F. Ahumada,22,Chile,62,72,152.4,2
13803,A. Vaikla,21,Estonia,62,74,182.88,3
13804,Kike,21,Spain,62,68,182.88,3
13805,A. Al Asmari,21,Saudi Arabia,62,74,182.88,3
13806,A. Roldan,21,United States,62,72,152.4,2
13807,D. Amankwaa,24,Denmark,62,67,152.4,3
13808,S. Balić,28,Montenegro,62,62,182.88,3
13809,S. Griffin,23,Republic of Ireland,62,68,152.4,2
13810,M. Sadílek,19,Czech Republic,62,79,152.4,4
13811,G. Jansson,32,Sweden,62,62,182.88,2
13812,C. Duffus,22,Republic of Ireland,62,70,182.88,2
13813,F. Escales,22,France,62,70,182.88,2
13814,A. Silva Quiroga,25,Uruguay,62,66,152.4,3
13815,C. Humphreys-Grant,19,England,62,77,182.88,2
13816,N. Sakemoto,33,Japan,62,62,152.4,3
13817,G. Rodríguez,24,Uruguay,62,67,152.4,3
13818,J. Teze,18,Netherlands,62,80,152.4,3
13819,A. Tanaka,19,Japan,62,71,152.4,3
13820,H. Kyprianou,21,Cyprus,62,69,182.88,2
13821,S. Otsuki,29,Japan,62,62,152.4,3
13822,Y. Kimoto,24,Japan,62,67,182.88,3
13823,Baba Fernandes,18,Guinea Bissau,62,74,182.88,2
13824,L. Walthert,34,Switzerland,62,62,152.4,2
13825,E. Ávila,31,Colombia,62,62,182.88,3
13826,P. Puchegger,23,Austria,62,68,182.88,4
13827,Aarón,22,Spain,62,68,182.88,3
13828,B. Clarke,32,Republic of Ireland,62,62,182.88,3
13829,L. Grorud,34,Norway,62,62,182.88,3
13830,J. Kitolano,18,Norway,62,77,152.4,3
13831,Zhang Yu,24,China PR,62,69,182.88,3
13832,O. Banks,25,England,62,65,182.88,4
13833,C. Ponce,26,Chile,62,62,152.4,3
13834,Abeledo,22,Spain,62,69,182.88,3
13835,A. McDonald,17,Scotland,62,84,152.4,2
13836,J. Laurent,23,England,62,67,182.88,3
13837,K. Nakamura,17,Japan,62,80,152.4,3
13838,T. Davies,26,England,62,65,182.88,2
13839,W. Piñones,30,Chile,62,62,152.4,3
13840,A. Nouri,23,France,62,70,152.4,3
13841,A. Tideman,25,Sweden,62,63,182.88,1
13842,H. Robstad,27,Norway,62,62,182.88,3
13843,K. Goden,19,Germany,62,75,182.88,2
13844,S. Al Shehri,24,Saudi Arabia,62,66,182.88,2
13845,Alberto Redondo,21,Spain,62,72,182.88,3
13846,K. Shimura,22,Japan,62,71,182.88,3
13847,A. Connolly,18,Republic of Ireland,62,81,152.4,3
13848,H. Davis,26,England,62,65,182.88,3
13849,M. Festa,26,Italy,62,65,182.88,3
13850,M. McGlinchey,31,New Zealand,62,62,152.4,4
13851,M. Siabanis,18,Greece,62,73,182.88,3
13852,Z. Ljubijankič,34,Slovenia,62,62,182.88,4
13853,Miguel Ángel,20,Spain,62,72,182.88,3
13854,R. Murray,26,Republic of Ireland,62,63,152.4,3
13855,Y. Ma-Kalambay,32,DR Congo,62,62,182.88,2
13856,Borja Domingo,22,Spain,62,70,182.88,3
13857,Kim Geon Ung,20,Korea Republic,62,74,182.88,3
13858,R. Sawakami,24,Japan,62,66,152.4,3
13859,E. Bwomono,19,England,62,75,182.88,3
13860,M. Erlic,20,Croatia,62,71,182.88,3
13861,I. Osbourne,30,England,62,62,182.88,4
13862,R. Herrmann,24,Germany,62,65,152.4,3
13863,B. Al Seliteen,27,Saudi Arabia,62,62,152.4,3
13864,H. Hauksson,26,Iceland,62,65,182.88,2
13865,D. Gonzalez,20,Chile,62,76,182.88,3
13866,J. Verdugo,21,Chile,62,72,152.4,3
13867,A. Hasegawa,29,Japan,62,62,182.88,3
13868,J. Marulanda,22,Colombia,62,71,152.4,3
13869,M. Vallecilla,27,Colombia,62,62,152.4,3
13870,P. Choroba,22,Germany,62,69,182.88,3
13871,D. Guidi,22,France,62,70,152.4,2
13872,W. Decas,18,Honduras,62,75,182.88,3
13873,M. Marić,22,Croatia,62,69,182.88,3
13874,M. Tombakti,24,Saudi Arabia,62,69,152.4,2
13875,A. Castro-Montes,21,Belgium,62,70,152.4,4
13876,L. Hemmerich,20,Germany,62,75,152.4,2
13877,E. García,20,Mexico,62,75,182.88,3
13878,L. Reddy,36,Australia,62,62,182.88,2
13879,G. Ávalos,27,Paraguay,62,62,182.88,4
13880,N. Sakurauchi,28,Japan,62,62,152.4,3
13881,H. Ndam,19,Cameroon,62,72,182.88,2
13882,Ricardo Friedrich,25,Brazil,62,68,182.88,1
13883,Jeong Tae Wook,21,Korea Republic,62,75,182.88,3
13884,M. Lode,25,Norway,62,66,182.88,3
13885,S. Rhein,20,Germany,62,72,152.4,3
13886,O. Karlsson,21,Iceland,62,70,182.88,3
13887,F. Arkenberg,22,Germany,62,70,182.88,3
13888,D. Pérez,18,Venezuela,62,78,152.4,3
13889,Rubén Enri,20,Spain,62,70,152.4,3
13890,M. Simon,32,Australia,62,62,182.88,3
13891,P. Magnín,28,Argentina,62,62,152.4,3
13892,A. Mostafa,20,Egypt,62,71,152.4,3
13893,T. Aldred,27,Scotland,62,62,182.88,2
13894,João Pereira,28,Portugal,62,62,182.88,3
13895,F. Álvarez,23,Argentina,62,69,182.88,3
13896,V. Gyökeres,20,Sweden,62,79,182.88,3
13897,P. Beruatto,19,Italy,62,78,182.88,3
13898,E. Dahlin,29,Sweden,62,64,182.88,2
13899,J. Papaleo,24,Argentina,62,70,182.88,2
13900,D. Šarić,21,Bosnia Herzegovina,62,72,152.4,3
13901,T. Field,21,Republic of Ireland,62,70,152.4,3
13902,D. Córdoba,31,Colombia,62,62,182.88,3
13903,E. Figueroa,27,Sweden,62,63,182.88,3
13904,J. Shea,27,England,62,62,152.4,2
13905,A. Al Nazera,25,Saudi Arabia,62,66,152.4,3
13906,Zheng Kaimu,26,China PR,62,66,182.88,2
13907,S. Humphrys,20,England,62,73,182.88,3
13908,D. Sterling,18,England,62,74,182.88,3
13909,K. Michalak,20,Poland,62,76,152.4,2
13910,E. Ogude,24,Nigeria,62,67,152.4,3
13911,K. Kennedy,24,England,62,66,182.88,3
13912,C. Koca,22,Turkey,62,73,182.88,2
13913,O. Balanta,30,Colombia,62,62,182.88,2
13914,A. Karazor,21,Germany,62,72,182.88,3
13915,T. Doornbusch,18,Netherlands,62,75,182.88,2
13916,S. Polat,21,Turkey,62,74,152.4,2
13917,A. Lassiter,23,Costa Rica,62,68,152.4,3
13918,G. Miller,19,England,62,71,152.4,3
13919,C. Brittain,20,England,62,79,152.4,4
13920,J. Champness,21,Australia,62,74,182.88,3
13921,E. Jonassen Sætervik,25,Norway,62,65,152.4,2
13922,C. Kane,23,Scotland,62,68,152.4,3
13923,M. Brouwer,25,Netherlands,62,65,182.88,3
13924,P. Maronilli,20,Italy,62,74,182.88,4
13925,M. Frankoch,22,Denmark,62,72,152.4,2
13926,L. Bender,30,Germany,62,62,182.88,3
13927,A. Ildız,21,Turkey,62,70,152.4,3
13928,A. Dabo,17,France,62,86,152.4,2
13929,S. Odey,20,Nigeria,62,76,182.88,3
13930,M. Zemzemi,18,Tunisia,62,76,182.88,2
13931,T. Takagi,25,Japan,62,64,152.4,2
13932,I. Cissé,22,France,62,72,182.88,2
13933,R. Kaib,21,Sweden,62,68,152.4,2
13934,S. Adekoya,22,United States,62,68,152.4,3
13935,F. Motori,22,Sweden,62,67,152.4,2
13936,I. Diarra,20,France,62,79,152.4,2
13937,L. Price,33,Wales,62,62,182.88,2
13938,T. Socha,30,Poland,62,62,182.88,3
13939,V. Tankovskyi,22,Ukraine,62,71,152.4,3
13940,A. Adouyev,19,France,62,79,182.88,4
13941,I. Dresevic,21,Sweden,62,71,182.88,2
13942,J. Devitt,27,Republic of Ireland,62,62,152.4,3
13943,P. Maiorino,29,Italy,62,62,152.4,3
13944,Kim Ji Min,25,Korea Republic,61,64,152.4,3
13945,S. Dooley,26,Northern Ireland,61,61,152.4,3
13946,B. White,20,England,61,76,182.88,4
13947,A. Sevinç,19,Turkey,61,75,152.4,3
13948,P. Struijk,18,Netherlands,61,74,182.88,3
13949,J. Estrada,20,Mexico,61,74,182.88,3
13950,M. Reuvers,19,Netherlands,61,70,182.88,4
13951,F. Pereyra,29,Argentina,61,62,182.88,2
13952,S. Poulsen,33,Denmark,61,61,182.88,2
13953,A. Cervantes,20,Mexico,61,73,152.4,3
13954,I. Marega,20,France,61,69,182.88,3
13955,S. Czajkowski,21,Denmark,61,71,152.4,3
13956,M. Insaurralde,19,Argentina,61,79,152.4,2
13957,P. Heigre,23,Norway,61,68,182.88,3
13958,K. Garcia,27,United States,61,63,182.88,3
13959,A. Edun,20,England,61,75,152.4,3
13960,S. Cordero,22,Chile,61,68,152.4,3
13961,J. Ramírez,21,Colombia,61,70,152.4,3
13962,C. Jones,17,England,61,82,182.88,3
13963,A. Nabi,24,England,61,67,152.4,3
13964,D. Al Saeed,27,Saudi Arabia,61,62,152.4,2
13965,B. Meredith,28,United States,61,63,182.88,2
13966,L. Cole,25,England,61,64,152.4,3
13967,F. Medina,19,Argentina,61,77,152.4,2
13968,D. Anyembe,19,Denmark,61,73,182.88,3
13969,Meseguer,18,Spain,61,75,152.4,3
13970,C. Roberts,21,England,61,73,152.4,3
13971,O. Rommens,23,Belgium,61,67,152.4,3
13972,J. Robinson,24,United States,61,66,152.4,2
13973,B. Collins,21,England,61,70,182.88,2
13974,R. Torres,21,Mexico,61,71,152.4,3
13975,J. Méndez,20,Argentina,61,76,152.4,3
13976,W. Bracamonte,20,Argentina,61,73,152.4,4
13977,I. Pedrelli,32,Italy,61,61,182.88,3
13978,Kim Jong Min,25,Korea Republic,61,64,182.88,3
13979,E. Nolan,29,Republic of Ireland,61,61,182.88,4
13980,M. Cortés,21,Colombia,61,74,152.4,3
13981,R. Hunt,22,England,61,69,152.4,4
13982,C. Dyson,21,England,61,69,182.88,2
13983,P. O'Connor,20,Republic of Ireland,61,72,182.88,3
13984,N. Beyer,21,Germany,61,70,182.88,3
13985,F. Gattoni,19,Argentina,61,80,182.88,4
13986,J. Ayala,27,Mexico,61,61,152.4,3
13987,Oh Se Hun,19,Korea Republic,61,74,182.88,3
13988,A. Donkor,20,Germany,61,75,182.88,3
13989,S. Condé,25,Guinea,61,66,182.88,2
13990,A. Nicholls,30,England,61,61,152.4,4
13991,H. Souttar,19,Scotland,61,78,182.88,3
13992,Kim Min Tae,24,Korea Republic,61,66,182.88,3
13993,E. Cicerelli,23,Italy,61,66,152.4,4
13994,T. Miller,28,England,61,61,152.4,3
13995,J. Trtovac,31,Serbia,61,61,182.88,2
13996,J. Sterry,22,England,61,69,152.4,3
13997,H. Al Shuwaysh,29,Saudi Arabia,61,61,182.88,3
13998,A. Andersson,21,Sweden,61,71,152.4,4
13999,E. Sánchez,18,Mexico,61,75,152.4,3
14000,J. Willock,18,England,61,79,182.88,3
14001,C. Wehan,24,United States,61,65,152.4,4
14002,S. Kchouk,24,Tunisia,61,66,182.88,3
14003,M. Bridge,32,Australia,61,61,152.4,3
14004,Xu Xin,24,China PR,61,66,152.4,2
14005,M. Gallegos,21,Argentina,61,69,152.4,2
14006,P. Kpozo,20,Ghana,61,68,152.4,2
14007,K. Fila,20,Poland,61,72,152.4,2
14008,A. May,24,England,61,65,152.4,3
14009,Y. Akgün,17,Turkey,61,79,152.4,4
14010,F. Buchacher,30,Austria,61,61,182.88,2
14011,C. Thompson,24,England,61,64,152.4,3
14012,E. Vignato,17,Italy,61,80,152.4,4
14013,F. Otárola,32,Argentina,61,61,152.4,2
14014,N. Kikuchi,33,Japan,61,61,152.4,3
14015,B. Bingham,27,England,61,61,152.4,3
14016,N. Lemus,29,Colombia,61,61,182.88,3
14017,J. Aros,22,Chile,61,71,152.4,2
14018,A. Sissako,20,France,61,77,182.88,3
14019,F. Sivetti,20,Argentina,61,71,152.4,3
14020,Jorge Mier,19,Spain,61,75,152.4,3
14021,S. Schreck,19,Germany,61,78,152.4,4
14022,A. Dursun,19,Turkey,61,75,152.4,3
14023,A. Ciss,18,Senegal,61,75,152.4,3
14024,F. Al Shammari,37,Saudi Arabia,61,61,152.4,3
14025,Raúl Vallejo,22,Spain,61,69,152.4,3
14026,J. Ščuk,27,Bosnia Herzegovina,61,62,182.88,3
14027,G. Postma,20,Netherlands,61,68,152.4,2
14028,M. Sejmenovic,32,Bosnia Herzegovina,61,61,182.88,3
14029,Jiang Jihong,28,China PR,61,61,182.88,2
14030,Y. Valery,19,France,61,74,152.4,3
14031,L. Marseiler,21,Germany,61,71,152.4,5
14032,C. Kouan,18,Ivory Coast,61,79,152.4,3
14033,J. Łukowski,22,Poland,61,68,152.4,3
14034,C. Harries,21,Wales,61,76,182.88,3
14035,P. Knechtel,22,Germany,61,73,182.88,3
14036,R. Lopes,26,Republic of Ireland,61,65,182.88,2
14037,N. Phillips,21,England,61,74,182.88,3
14038,W. Hesl,32,Germany,61,61,182.88,2
14039,S. Mohlin,22,Sweden,61,70,182.88,2
14040,M. Ošs,26,Latvia,61,64,182.88,3
14041,N. Mohammad,26,Germany,61,63,152.4,4
14042,J. Ruffels,24,England,61,65,152.4,3
14043,G. Smith,22,United States,61,71,182.88,2
14044,S. Bennett,27,England,61,63,152.4,3
14045,D. Frieser,24,Austria,61,64,152.4,3
14046,J. Burkardt,17,Germany,61,80,152.4,3
14047,A. Lupu,20,Romania,61,73,152.4,2
14048,Wang Jinxian,22,China PR,61,66,152.4,3
14049,A. Maziero,20,Argentina,61,74,152.4,3
14050,K. Moreno,17,Colombia,61,81,182.88,2
14051,Jose,24,Brazil,61,66,182.88,2
14052,Eliseo Falcón,21,Spain,61,74,182.88,3
14053,S. Ramizi,26,Kosovo,61,61,182.88,3
14054,J. Flannigan,22,England,61,66,152.4,3
14055,P. Halder,25,India,61,67,152.4,3
14056,H. Adıgüzel,18,Turkey,61,77,152.4,3
14057,S. Strømnes,31,Norway,61,61,182.88,3
14058,K. Pestka,19,Poland,61,71,182.88,3
14059,M. Kolar,23,Croatia,61,68,182.88,3
14060,F. Brügmann,25,Germany,61,64,182.88,4
14061,B. Urbański,20,Poland,61,71,152.4,3
14062,M. Schüler,20,Germany,61,69,182.88,3
14063,P. Erhardt,24,Austria,61,64,182.88,3
14064,V. Sköld,28,Sweden,61,61,152.4,2
14065,K. Knoyle,21,England,61,69,152.4,3
14066,J. Torres,18,Mexico,61,76,152.4,3
14067,J. Coustrain,22,Republic of Ireland,61,72,152.4,3
14068,W. Mosquera,33,Colombia,61,61,182.88,2
14069,M. Chouiar,19,France,61,75,152.4,3
14070,B. Héry,26,France,61,64,152.4,3
14071,A. Nilsson,27,Sweden,61,61,152.4,3
14072,B. Figueroa,19,Chile,61,78,152.4,4
14073,R. de la Rosa,18,Mexico,61,79,152.4,3
14074,M. Sagnan,19,France,61,78,182.88,3
14075,Z. Bakayogo,31,Ivory Coast,61,61,152.4,3
14076,N. Barona,20,Colombia,61,76,152.4,2
14077,J. Sierra,21,Chile,61,72,182.88,2
14078,A. Ryczkowski,21,Poland,61,70,152.4,2
14079,L. Jonsson,25,Sweden,61,65,182.88,2
14080,C. Reppesgård,25,Norway,61,64,182.88,3
14081,B. Allain,26,France,61,63,182.88,2
14082,M. Uusitalo,21,Finland,61,71,182.88,3
14083,T. Alarcón,18,Chile,61,76,152.4,2
14084,J. Chianese,28,Australia,61,61,152.4,2
14085,K. Howkins,22,England,61,65,182.88,3
14086,B. Galindo,19,Mexico,61,70,182.88,3
14087,I. Minchev,27,Bulgaria,61,62,152.4,3
14088,A. Zekaj,18,Serbia,61,76,182.88,3
14089,T. Vaiho,29,Sweden,61,61,182.88,2
14090,L. Sotomayor,21,Chile,61,73,152.4,2
14091,B. Kennedy,21,Northern Ireland,61,69,152.4,2
14092,N. Baxter,19,England,61,72,182.88,2
14093,E. Rueda,22,Argentina,61,69,152.4,3
14094,R. Hepburn-Murphy,19,England,61,75,152.4,3
14095,K. Gipson,22,Germany,61,68,152.4,3
14096,I. Hajtić,20,Bosnia Herzegovina,61,72,182.88,3
14097,J. Vollert,20,Germany,61,72,182.88,3
14098,K. Zapolnik,25,Poland,61,64,182.88,4
14099,G. Gül,19,Germany,61,75,152.4,2
14100,S. Klaas,20,Germany,61,76,152.4,3
14101,C. O'Malley,23,Republic of Ireland,61,68,182.88,2
14102,F. Al Aiyaf,26,Saudi Arabia,61,62,152.4,4
14103,L. Mosevich,21,Argentina,61,73,182.88,2
14104,R. Porteous,19,Scotland,61,78,182.88,3
14105,H. Mörschel,20,Germany,61,73,182.88,3
14106,G. Sağlam,20,Germany,61,74,152.4,3
14107,B. Bödvarsson,23,Iceland,61,69,182.88,3
14108,F. Geisler,21,Germany,61,70,152.4,4
14109,G. Omotayo,24,Switzerland,61,64,182.88,3
14110,D. Rogers,24,Republic of Ireland,61,69,182.88,3
14111,A. Zendejas,22,United States,61,71,182.88,3
14112,T. Chorý,23,Czech Republic,61,66,182.88,3
14113,J. Vázquez,23,Argentina,61,67,182.88,3
14114,Yun Ju Tae,28,Korea Republic,61,61,152.4,4
14115,T. Masuda,29,Japan,61,63,182.88,2
14116,L. Lauberbach,20,Germany,61,69,182.88,5
14117,Y. Clementia,20,France,61,72,182.88,2
14118,D. Orlishausen,35,Germany,61,61,182.88,3
14119,D. Whitaker,37,England,61,61,152.4,3
14120,A. Khormi,27,Saudi Arabia,61,61,152.4,3
14121,L. Marić,31,Croatia,61,61,182.88,3
14122,F. Benko,20,Germany,61,77,152.4,3
14123,Liu Zhenli,33,China PR,61,61,182.88,2
14124,M. Piccinocchi,23,Italy,61,72,152.4,3
14125,A. Paşcanu,19,Romania,61,77,182.88,4
14126,A. Al Harbi,29,Saudi Arabia,61,61,152.4,3
14127,Kim Gyeong Min,26,Korea Republic,61,64,182.88,3
14128,R. González,22,Chile,61,68,152.4,3
14129,Song Soo Yeong,26,Korea Republic,61,61,152.4,3
14130,Y. Nakazawa,40,Japan,61,61,182.88,3
14131,A. Al Ammar,24,Saudi Arabia,61,67,152.4,4
14132,J. Ibehre,35,England,61,61,182.88,2
14133,Jeong Dong Yun,24,Korea Republic,61,66,152.4,4
14134,M. Harzan,29,Saudi Arabia,61,61,152.4,3
14135,G. Hatano,20,Japan,61,74,182.88,3
14136,Li Yuanyi,24,China PR,61,64,152.4,4
14137,M. Dobre,19,Romania,61,75,152.4,3
14138,N. Fernández,18,Chile,61,77,152.4,3
14139,M. López,20,Argentina,61,72,152.4,2
14140,C. Dilo,24,France,61,68,182.88,3
14141,J. Beste,19,Germany,61,77,152.4,3
14142,D. Thomas,22,Scotland,61,69,152.4,3
14143,E. Edwards Jr.,26,United States,61,66,182.88,2
14144,A. Al Jadani,27,Saudi Arabia,61,62,152.4,3
14145,M. Engelhardt,25,Germany,61,66,182.88,2
14146,C. Yüksel,20,Turkey,61,75,152.4,3
14147,T. Casali,22,Austria,61,67,182.88,3
14148,D. Jaiyesimi,20,England,61,73,152.4,3
14149,Y. Bisseck,17,Germany,61,82,182.88,3
14150,A. Sarr,27,Senegal,61,61,152.4,3
14151,T. Svendsen,18,Norway,61,76,152.4,4
14152,J. Williams,25,England,61,63,182.88,3
14153,B. Risa,20,Norway,61,75,182.88,3
14154,D. Contreras,24,Colombia,61,68,152.4,2
14155,B. Halliday,22,England,61,69,152.4,3
14156,L. Dietz,21,Germany,61,73,182.88,2
14157,N. Al Omran,20,Saudi Arabia,61,69,152.4,3
14158,Parra,22,Spain,61,68,152.4,3
14159,R. Taylor,28,Wales,61,63,182.88,3
14160,C. Thomas,24,England,61,66,182.88,3
14161,O. Ómarsson,23,Iceland,61,69,182.88,3
14162,S. Kopp,23,Germany,61,69,182.88,2
14163,Chen Binbin,20,China PR,61,74,152.4,2
14164,M. Toye,19,United States,61,76,182.88,2
14165,Cordero,23,Spain,61,68,182.88,3
14166,N. Jackson,22,United States,61,70,182.88,3
14167,B. Källman,19,Finland,61,70,182.88,3
14168,L. Cueto,22,Germany,61,69,152.4,3
14169,Guillamón,18,Spain,61,81,152.4,3
14170,P. Camara,25,Senegal,61,67,182.88,3
14171,W. Cuesta,25,Colombia,61,67,182.88,3
14172,Campos,23,Spain,61,70,182.88,3
14173,F. Plach,26,Slovakia,61,64,182.88,2
14174,H. Belal,24,Saudi Arabia,61,65,182.88,3
14175,D. Foulon,19,Belgium,61,73,152.4,3
14176,L. Fritzson,22,Sweden,61,67,182.88,3
14177,P. Da Silva,19,United States,61,78,152.4,3
14178,K. Skaanes,23,Norway,61,70,152.4,3
14179,I. Ugbo,19,England,61,76,182.88,3
14180,C. Operi,21,France,61,74,182.88,3
14181,C. Köppel,23,Germany,61,65,182.88,3
14182,C. Dickinson,31,England,61,61,182.88,2
14183,T. Robinet,21,France,61,73,152.4,3
14184,Yeremi Valerón,21,Spain,61,71,182.88,3
14185,S. Finley,25,England,61,64,152.4,3
14186,A. Bruhn,24,Denmark,61,65,182.88,3
14187,M. Amundsen,20,Denmark,61,74,152.4,2
14188,T. Vollnhofer,33,Austria,61,61,152.4,3
14189,N. Atangana,28,France,61,61,182.88,3
14190,D. Tchamba,19,Cameroon,61,74,182.88,2
14191,A. Kartalis,23,Greece,61,65,152.4,3
14192,J. Victoria,22,Colombia,61,72,152.4,3
14193,E. Orona,19,Mexico,61,78,152.4,3
14194,K. Yamaguchi,22,Japan,61,71,152.4,3
14195,Angel Sánchez,20,Spain,61,69,152.4,3
14196,B. Kindsvater,25,Germany,61,64,152.4,3
14197,N. Laursen,20,Denmark,61,75,182.88,3
14198,L. Bolton,18,England,61,79,152.4,3
14199,R. Miller,29,England,61,61,152.4,3
14200,P. Kotal,24,India,61,66,152.4,4
14201,F. Saavedra,21,Chile,61,69,152.4,2
14202,J. Lorch,22,Germany,61,66,182.88,4
14203,M. Hosseini,22,Iran,61,67,182.88,3
14204,I. Aguilar,20,Mexico,61,74,152.4,3
14205,Gorka Giralt,22,Spain,61,71,182.88,3
14206,T. Kainz,25,Austria,61,64,152.4,3
14207,D. Barnes,22,England,61,70,182.88,3
14208,T. Buitink,18,Netherlands,61,77,152.4,3
14209,H. Eisa,25,Burkina Faso,61,66,182.88,3
14210,D. Hyam,22,Scotland,61,73,182.88,3
14211,T. Denton,22,England,61,70,152.4,3
14212,B. Ziegenbein,32,Germany,61,61,152.4,5
14213,Adrià Pedrosa,20,Spain,61,71,152.4,3
14214,A. Stadler,30,United States,61,61,152.4,3
14215,Li Xiaoming,22,China PR,61,68,182.88,3
14216,R. Muhammed,24,France,61,64,182.88,4
14217,M. Al Mania,22,Saudi Arabia,61,72,182.88,2
14218,A. López,21,Mexico,61,71,152.4,3
14219,L. Ralte,25,India,61,62,152.4,3
14220,M. Payares,23,Colombia,61,71,182.88,3
14221,F. Sucsuz,22,Turkey,61,71,152.4,4
14222,C. Cásseres Jr,18,Venezuela,61,78,152.4,3
14223,K. Etuhu,30,Nigeria,61,61,182.88,3
14224,A. Al Saleh,28,Saudi Arabia,61,61,182.88,2
14225,Zheng Dalun,24,China PR,61,66,152.4,3
14226,H. Charsley,21,Republic of Ireland,61,69,152.4,2
14227,Giovanni,19,Spain,61,74,152.4,4
14228,M. Barnofsky,23,Germany,61,66,182.88,3
14229,H. Dunk,27,England,61,61,182.88,3
14230,T. Galdames,19,Chile,61,72,152.4,3
14231,S. Ando,27,Japan,61,62,182.88,3
14232,A. Dabasse,24,France,61,63,182.88,3
14233,S. Mladenovic,24,Norway,61,67,152.4,3
14234,J. Hessenthaler,24,England,61,63,152.4,2
14235,Fran Sánchez,28,Spain,61,61,152.4,3
14236,M. Funk,22,Germany,61,70,182.88,3
14237,S. Amuzie,22,Nigeria,61,71,182.88,2
14238,C. Villanueva,19,Chile,61,76,152.4,3
14239,Wang Fan,31,China PR,61,61,152.4,2
14240,A. Egholm,35,Denmark,61,61,182.88,3
14241,B. Koglin,21,Germany,61,70,182.88,3
14242,D. Tuma,22,Germany,61,68,152.4,3
14243,J. Thorsen,28,Denmark,61,61,182.88,3
14244,Álex Dos Santos,19,Brazil,61,75,182.88,3
14245,M. Awoudja,20,Germany,61,72,182.88,3
14246,S. Brodersen,21,Germany,61,71,182.88,3
14247,Ryu Jae Moon,24,Korea Republic,61,65,182.88,3
14248,L. Alzugaray,28,Argentina,61,61,152.4,3
14249,I. Franjic,20,Croatia,61,71,182.88,3
14250,M. Mara,21,Guinea,61,69,152.4,3
14251,A. Brorsson,19,Sweden,61,72,182.88,2
14252,O. Petrak,27,Croatia,61,62,182.88,2
14253,Rafael Camacho,18,Portugal,61,81,152.4,3
14254,P. Will,19,Germany,61,77,182.88,3
14255,A. Dønnum,20,Norway,61,71,152.4,2
14256,S. Tanser,23,England,61,65,182.88,2
14257,K. Danielak,26,Poland,61,61,152.4,3
14258,Y. Diouf,18,France,61,79,182.88,3
14259,Brian Torres,21,Spain,61,73,182.88,3
14260,L. Jackson,23,Australia,61,70,182.88,3
14261,Aitor Lorea,20,Spain,61,77,152.4,3
14262,A. Pinga,20,Switzerland,61,73,182.88,3
14263,N. Andereggen,18,Argentina,61,79,152.4,3
14264,M. Ambrosiewicz,20,Poland,61,70,182.88,3
14265,M. Forss,19,Finland,61,73,182.88,3
14266,B. Álvarez,22,Mexico,61,69,152.4,2
14267,P. Michael,20,Nigeria,61,71,182.88,3
14268,J. Wallace,26,England,61,61,152.4,3
14269,A. Helmersen,20,Norway,61,72,182.88,3
14270,A. Yildirim,23,Germany,61,67,152.4,3
14271,Ángel López,21,Spain,61,71,152.4,3
14272,D. Byrtek,27,Poland,61,63,182.88,2
14273,D. Telford,21,England,61,70,152.4,3
14274,S. Old,32,New Zealand,61,61,182.88,3
14275,H. Tifner,21,Argentina,61,70,152.4,3
14276,Jiang Jiajun,28,China PR,61,61,182.88,3
14277,S. Erimuya,20,Nigeria,61,70,182.88,3
14278,F. Obilor,27,Nigeria,61,63,182.88,3
14279,K. Partida,23,United States,61,66,152.4,3
