,Name,Age,Club,Overall,Potential,Height,Nationality
2920,C. Ninga,25,Stade Malherbe Caen,73,78,1.8542,Chad
2921,M. Suttner,31,Brighton & Hove Albion,73,73,1.778,Austria
2922,G. van der Wiel,30,Toronto FC,73,73,1.8288,Netherlands
2923,W. González,23,Club León,73,81,1.8542,Paraguay
2924,T. Hořava,30,Viktoria Plzeň,73,73,1.8288,Czech Republic
2925,P. Tachtsidis,27,Nottingham Forest,73,73,1.905,Greece
2926,W. Saïd,23,Dijon FCO,73,79,1.7018,France
2927,E. Cerutti,26,Independiente,73,74,1.778,Argentina
2928,Gustavo Lobateiro,30,Internacional,73,73,1.8034,Brazil
2929,Pere Milla,25,SD Eibar,73,76,1.778,Spain
2930,J. Johansson,28,Stade Rennais FC,73,73,1.8796,Sweden
2931,T. Murg,23,SK Rapid Wien,73,77,1.7272,Austria
2932,J. Ramírez,25,Club Atlético Talleres,73,75,1.7526,Argentina
2933,F. Vicari,23,SPAL,73,81,1.905,Italy
2934,K. Adams Nuhu,23,TSG 1899 Hoffenheim,73,81,1.905,Ghana
2935,P. Nardi,24,KSV Cercle Brugge,73,78,1.8796,France
2936,H. Magnússon,25,PFC CSKA Moscow,73,78,1.905,Iceland
2937,O. Edouard,20,Celtic,73,84,1.8796,France
2938,D. Rice,19,West Ham United,73,84,1.8542,Republic of Ireland
2939,Evandro Rochedo,34,Atlético Mineiro,73,73,1.8796,Brazil
2940,K. Westwood,33,Sheffield Wednesday,73,73,1.8796,Republic of Ireland
2941,Bracali,37,Boavista FC,73,73,1.8542,Brazil
2942,M. Sperduti,32,Patronato,73,73,1.8034,Argentina
2943,Y. Gómez Andrade,26,Unión de Santa Fe,73,75,1.8796,Colombia
2944,G. Peruzzi,26,Boca Juniors,73,76,1.778,Argentina
2945,Toni Villa,23,Real Valladolid CF,73,82,1.7018,Spain
2946,Y. Gordillo,26,Independiente Santa Fe,73,78,1.7526,Colombia
2947,Ricardo,31,Henan Jianye FC,73,73,1.8796,Portugal
2948,B. Sanneh,23,RSC Anderlecht,73,79,1.8288,Gambia
2949,Michel Cruceiro,26,Atlético Mineiro,73,73,1.8542,Brazil
2950,L. Burián,34,Club Atlético Colón,73,73,1.8796,Uruguay
2951,M. Tekdemir,30,Medipol Başakşehir FK,73,73,1.778,Turkey
2952,K. Lamprou,26,Ajax,73,74,1.778,Greece
2953,I. Mbaye,23,Bologna,73,80,1.8796,Senegal
2954,A. Browne,23,Preston North End,73,78,1.7272,Republic of Ireland
2955,G. Pazzini,33,Hellas Verona,73,73,1.8034,Italy
2956,Eduardo,25,SC Braga,73,76,1.778,Brazil
2957,C. Santos,30,Deportivo de La Coruña,73,73,1.8288,Venezuela
2958,E. Mendy,26,Stade de Reims,73,76,1.9812,Senegal
2959,M. Ngadeu-Ngadjui,27,SK Slavia Praha,73,75,1.905,Cameroon
2960,L. Mazzitelli,22,Genoa,73,78,1.8288,Italy
2961,J. Lolley,25,Nottingham Forest,73,74,1.778,England
2962,A. Traoré,29,Atiker Konyaspor,73,73,1.7526,Burkina Faso
2963,V. Stocker,29,FC Basel 1893,73,73,1.778,Switzerland
2964,D. Alar,28,SK Rapid Wien,73,73,1.8542,Austria
2965,J. Añor,24,Málaga CF,73,78,1.7526,Venezuela
2966,A. Donis,21,VfB Stuttgart,73,83,1.778,Greece
2967,M. Gazzola,33,Parma,73,73,1.8288,Italy
2968,F. Diagne,28,Atiker Konyaspor,73,73,1.8542,Senegal
2969,S. Schaars,34,SC Heerenveen,73,73,1.778,Netherlands
2970,M. Poundjé,25,FC Girondins de Bordeaux,73,76,1.8034,France
2971,F. Hinestroza,28,Rionegro Águilas,73,73,1.778,Colombia
2972,A. Hahn,27,FC Augsburg,73,73,1.8542,Germany
2973,V. Shepelev,21,Dynamo Kyiv,73,82,1.8288,Ukraine
2974,M. Leitner,25,Norwich City,73,75,1.7526,Germany
2975,R. Skov,22,FC København,73,81,1.8288,Denmark
2976,B. Guzan,33,Atlanta United,73,73,1.9304,United States
2977,M. Mitrović,24,Club Brugge KV,73,78,1.8796,Croatia
2978,A. Luthe,31,FC Augsburg,73,73,1.9558,Germany
2979,A. Traoré,28,Göztepe SK,73,73,1.7018,Ivory Coast
2980,N. Uysal,27,Beşiktaş JK,73,75,1.8034,Turkey
2981,G. Donati,28,1. FSV Mainz 05,73,73,1.778,Italy
2982,A. Ujah,27,1. FSV Mainz 05,73,73,1.8288,Nigeria
2983,A. Kravets,29,Kayserispor,73,73,1.8796,Ukraine
2984,Z. Tomašević,28,KV Oostende,73,74,1.905,Montenegro
2985,M. Borjan,30,,73,73,1.9558,Canada
2986,S. Lukić,21,Torino,73,80,1.8288,Serbia
2987,C. Goldson,25,Rangers FC,73,80,1.905,England
2988,Rubén Alcaraz,27,Real Valladolid CF,73,74,1.8034,Spain
2989,L. Ulloa,31,Pachuca,73,73,1.8796,Argentina
2990,Iván López,24,Gimnàstic de Tarragona,73,78,1.7526,Spain
2991,S. Amrabat,21,Club Brugge KV,73,79,1.8288,Morocco
2992,M. Wöber,20,Ajax,73,81,1.8796,Austria
2993,F. Lucioni,30,Lecce,73,73,1.8542,Italy
2994,Calero,22,Real Valladolid CF,73,82,1.8288,Spain
2995,C. Marrugo,32,Millonarios FC,73,73,1.778,Colombia
2996,J. Forlín,30,Real Oviedo,73,73,1.8034,Argentina
2997,L. Janson,23,Toronto FC,73,79,1.7018,Argentina
2998,B. Bolingoli,23,SK Rapid Wien,73,78,1.8034,Belgium
2999,Thiago Santana,25,Santa Clara,73,75,1.8288,Brazil
3000,K. Rausch,28,,73,73,1.8288,Russia
