,Name,Age,Club,OVA,POT,Height,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY
13792,Carlos Neva,24,Granada CF,76,81,175,Spain,LB,78,50,61,70,74,64
13793,K. Pröger,28,SC Paderborn 07,69,69,178,Germany,RM,88,66,56,72,38,65
13794,M. Sykes,22,Oxford United,64,72,183,Northern Ireland,RM,73,59,62,66,60,63
13795,B. Fofana,20,Olympique Lyonnais,63,78,183,France,RM,78,58,54,69,29,51
13796,G. Dorsey,21,Toronto FC,56,65,183,United States,ST,72,49,50,59,43,57
13797,I. Sekigawa,19,Kashima Antlers,61,73,183,Japan,CB,55,31,45,44,61,65
13798,N. Mickelson,20,Strømsgodset IF,62,74,185,Norway,LB,77,32,46,59,57,66
13799,O. Holm,17,Vålerenga Fotball,59,79,175,Norway,CAM,69,48,57,63,38,50
13800,A. Riccardi,19,Roma,62,82,178,Italy,CAM,60,55,59,63,51,52
13801,F. Nmecha,19,Manchester City,62,82,185,England,CAM,74,54,61,62,45,55
13802,F. Quinteros,21,Club Atlético Banfield,56,65,175,Argentina,LB,61,31,36,53,57,52
13803,E. Díaz,24,Club Atlético Talleres,72,77,178,Argentina,LB,65,45,64,70,70,70
13804,L. Kitching,20,Forest Green Rovers,61,71,190,England,CB,55,29,43,46,61,71
13805,R. Gotts,20,Leeds United,61,76,170,England,RM,77,51,60,64,52,60
13806,O. Kossounou,19,Club Brugge KV,67,81,190,Ivory Coast,CB,69,28,55,65,65,73
13807,G. Gaetano,19,US Cremonese,61,78,175,Italy,RM,58,60,60,65,33,42
13808,S. Milošević,24,Waasland-Beveren,65,70,190,Montenegro,ST,43,70,50,55,19,60
13809,O. Camara,21,Vålerenga Fotball,61,75,168,Guinea,RM,86,53,54,66,26,57
13810,M. Chudý,31,Górnik Zabrze,67,67,188,Slovakia,GK,66,68,65,69,23,65
13811,N. Capaldo,21,Boca Juniors,67,78,178,Argentina,CM,72,55,66,66,62,69
13812,T. Suzuki,20,Shonan Bellmare,63,73,165,Japan,LM,64,53,59,66,56,62
13813,A. Obando,20,Boca Juniors,63,80,175,Argentina,LM,70,59,55,66,30,48
13814,R. Rojas,24,River Plate,74,81,175,Paraguay,CB,75,54,65,68,72,77
13815,Jaume Grau,23,CD Tondela,67,78,183,Spain,CM,62,55,67,64,65,60
13816,T. Čvančara,17,Empoli,61,80,190,Czech Republic,ST,54,63,47,54,24,58
13817,Antón Escobar,22,CD Lugo,60,70,185,Spain,ST,66,62,48,58,20,60
13818,A. Kadlec,24,Jagiellonia Białystok,64,70,175,Slovakia,RB,73,36,52,59,59,66
13819,J. Ramsey,19,Aston Villa,55,75,180,England,CAM,66,43,53,59,43,49
13820,N. Stendera,19,Eintracht Frankfurt,57,72,178,Germany,CAM,59,49,59,63,51,50
13821,Pepe Castaño,21,Villarreal CF,61,71,183,Spain,CB,51,41,51,50,62,58
13822,Iván Martín,21,CD Mirandés,61,72,178,Spain,CAM,56,55,61,64,40,44
13823,Gerson Rodrigues,25,Dynamo Kyiv,68,71,190,Luxembourg,ST,88,64,57,64,44,81
13824,Cheon Seong-Hoon,19,FC Augsburg,57,74,190,Korea Republic,ST,66,54,42,55,31,57
13825,Um Won Sang,21,GwangJu FC,64,74,170,Korea Republic,RM,90,55,54,66,38,55
13826,P. Tawiah,21,SC Paderborn 07,62,72,173,Ghana,LB,72,29,47,65,59,54
13827,I. Coulibaly,19,Beerschot AC,65,77,183,Mali,CAM,77,62,59,67,58,63
13828,P. Akouokou,22,Real Betis,64,72,183,Ivory Coast,CM,65,55,62,64,63,62
13829,R. Astley,18,Everton,59,78,183,Wales,CB,51,34,50,48,62,53
13830,M. Loría,23,Portland Timbers,64,72,178,Costa Rica,CAM,78,63,60,67,41,55
13831,D. Drysdale,20,Gillingham,59,72,193,England,CB,68,26,41,45,58,69
13832,A. van der Heide,18,SC Heerenveen,61,77,175,Netherlands,LW,76,54,51,70,25,42
13833,L. Musonda,25,Śląsk Wrocław,65,68,170,Zambia,RW,88,60,55,70,57,50
13834,M. Ihattaren,18,PSV,77,88,183,Netherlands,CAM,75,68,76,83,41,64
13835,F. Cantillo,21,Unión Magdalena,55,65,178,Colombia,CAM,69,47,54,60,53,48
13836,R. Márquez,22,Millonarios FC,68,79,183,Colombia,ST,69,68,53,64,26,61
13837,Diogo Calila,21,Os Belenenses,66,75,180,Portugal,RWB,76,47,56,69,60,67
13838,Elliot Simões,20,Barnsley,60,74,173,Portugal,RM,79,52,53,64,26,54
13839,L. Scales,21,Shamrock Rovers,58,70,193,Republic of Ireland,CB,54,25,47,52,57,67
13840,L. Kharabadze,19,FC Zürich,63,80,183,Georgia,LB,80,48,52,64,56,71
13841,N. Farrugia,21,Shamrock Rovers,59,69,185,Republic of Ireland,CAM,75,54,53,61,48,60
13842,Wang Weilong,31,Shenzhen FC,57,57,188,China PR,CB,56,25,36,44,55,69
13843,Wang Tong,22,Shenzhen FC,55,63,183,China PR,CB,60,36,45,48,53,59
13844,Robinho,25,Orlando City SC,66,69,165,Brazil,RM,84,55,59,72,36,52
13845,J. Birch,18,Aston Villa,52,72,178,England,CAM,66,38,50,52,45,54
13846,M. Tait,19,Aston Villa,52,69,178,England,ST,60,53,39,53,19,44
13847,A. Keita,20,Columbus Crew SC,63,75,188,United States,CB,68,27,49,48,61,70
13848,B. Kouyaté,23,FC Metz,69,77,193,Mali,CB,64,35,47,55,69,75
13849,W. Bedfian,18,La Berrichonne de Châteauroux,57,75,188,France,GK,57,58,53,59,30,52
13850,S. Yatéké,19,FK Austria Wien,63,74,183,Central African Republic,ST,82,57,51,62,21,64
13851,T. Gulliksen,16,Strømsgodset IF,51,76,178,Norway,CAM,62,39,51,51,42,44
13852,A. Schäfer,21,Hungary,63,78,180,Hungary,RM,75,50,58,62,53,47
13853,Ruan B,25,Orlando City SC,67,71,170,Brazil,RB,89,31,57,68,59,65
13854,A. Král,22,Spartak Moscow,74,84,185,Czech Republic,CDM,75,68,67,74,72,79
13855,P. Ševčík,26,SK Slavia Praha,76,79,173,Czech Republic,CAM,80,73,74,78,65,75
13856,K. Hodžić,25,Mjällby AIF,62,65,178,Sweden,LWB,61,32,54,59,58,56
13857,J. Haak,18,New York City FC,49,69,183,United States,CDM,52,38,47,53,47,51
13858,Anderson,22,SCR Altach,65,72,183,Brazil,CB,75,45,54,60,62,75
13859,J. Löfgren,23,Mjällby AIF,61,70,193,Sweden,CB,57,29,42,52,59,71
13860,J. Kayamba,28,Viktoria Plzeň,74,74,170,DR Congo,RW,88,67,68,80,30,55
13861,T. Murphy,18,UCD AFC,52,64,183,Republic of Ireland,GK,55,54,56,55,29,48
13862,R. O'Farrell,18,UCD AFC,55,69,185,Republic of Ireland,CAM,61,50,51,52,47,61
13863,N. Okello,19,Toronto FC,58,74,193,Canada,CDM,73,42,52,56,51,67
13864,A. Al Hidhani,22,,56,64,173,United Arab Emirates,RB,73,33,45,55,51,55
13865,Y. Nader,21,Al Ain FC,67,78,178,United Arab Emirates,CDM,60,38,56,58,66,76
13866,S. Juma,21,Al Ain FC,64,72,173,United Arab Emirates,CB,77,40,51,55,60,74
13867,M. Khalfan,21,Al Ain FC,60,68,175,United Arab Emirates,ST,78,56,52,65,40,48
13868,H. Al Mansoury,24,,58,65,178,United Arab Emirates,GK,56,59,51,61,37,55
13869,I. Ahmed,36,Al Ain FC,67,67,193,United Arab Emirates,CB,45,46,44,46,66,76
13870,M. Abdulrahman,31,Al Ain FC,66,66,173,United Arab Emirates,CAM,67,57,67,72,53,62
13871,K. Eissa,30,Al Ain FC,71,71,178,United Arab Emirates,GK,70,65,59,77,48,72
13872,U. Godwin-Malife B,20,Forest Green Rovers,59,72,180,England,CB,70,32,47,57,58,68
13873,C. Oliva,24,Cagliari,69,75,178,Uruguay,CDM,61,59,68,68,69,67
13874,J. Vargas,20,Gimnasia y Esgrima La Plata,60,73,168,Venezuela,ST,65,61,47,65,20,44
13875,O. Fernandez,21,New York Red Bulls,63,75,175,United States,RM,75,52,59,65,44,59
13876,Julio Alonso,21,Real Betis,62,72,170,Spain,LB,70,36,48,59,60,59
13877,E. Fernández,19,Defensa y Justicia,62,79,178,Argentina,CAM,68,54,63,65,58,61
13878,A. Colorado,21,Deportivo Cali,65,76,183,Colombia,CDM,70,42,54,63,62,72
13879,A. Reynolds II,19,Chicago Fire,57,73,175,United States,LB,69,29,50,55,52,52
13880,J. Gutjahr,22,Chicago Fire,61,67,178,United States,RM,69,52,58,61,56,62
13881,D. Idehen,17,Grimsby Town,50,66,188,England,CB,71,24,29,34,50,60
13882,B. Moltenis,21,FC Sochaux-Montbéliard,59,74,183,France,CB,49,29,42,45,60,61
13883,D. Hancko,22,Sparta Praha,70,82,188,Slovakia,CB,73,49,64,65,70,74
13884,A. Bernabei,19,Club Atlético Lanús,70,83,170,Argentina,LWB,91,59,60,74,61,67
13885,S. Dewaele,21,SC Heerenveen,68,77,180,Belgium,CM,68,49,69,68,64,62
13886,S. Braken,26,Livorno,66,68,188,Netherlands,ST,68,63,50,67,27,68
13887,Lucas Ribeiro,20,TSG 1899 Hoffenheim,64,79,190,Brazil,CDM,59,26,54,43,64,64
13888,L. Barraza,23,New York City FC,57,67,188,United States,GK,54,60,59,56,20,53
13889,D. Sikan,19,Shakhtar Donetsk,64,81,185,Ukraine,ST,74,65,43,64,20,52
13890,A. Jonjić,20,1. FC Kaiserslautern,61,73,183,Germany,RM,72,52,54,66,30,59
13891,G. Mensah,20,SV Zulte-Waregem,69,77,178,Ghana,LB,78,56,62,71,63,65
13892,Kim Min Ho,20,Sagan Tosu,57,68,193,Korea Republic,GK,57,55,53,58,33,55
13893,K. Ishii,20,Sagan Tosu,57,68,175,Japan,CAM,59,60,58,57,22,51
13894,A. Espino,28,Cádiz CF,74,74,173,Uruguay,LB,76,59,63,65,70,74
13895,A. Hristov,20,Bulgaria,62,75,190,Bulgaria,CB,61,28,39,41,62,66
13896,T. Miyashiro,20,Kawasaki Frontale,59,70,178,Japan,RM,65,56,55,62,23,63
13897,A. Owusu,19,1. FC Heidenheim 1846,55,67,183,Germany,ST,68,48,41,60,23,53
13898,J. Benson,20,Burnley,62,74,175,England,CAM,68,56,62,63,56,64
13899,D. Hotić,24,KSV Cercle Brugge,71,74,168,Bosnia Herzegovina,LM,81,61,73,71,40,73
13900,N. Hernández,22,Atlético Nacional,67,80,180,Colombia,CB,70,21,50,50,66,74
13901,J. Segovia,31,América de Cali,69,69,185,Argentina,CB,54,26,45,44,68,80
13902,A. Vigo,21,Club Atlético Colón,70,80,175,Argentina,RB,79,49,62,70,65,67
13903,L. Ríos,22,Unión de Santa Fe,64,71,175,Argentina,RM,70,62,54,69,27,52
13904,F. Mura,21,Estudiantes de La Plata,69,81,170,Argentina,LB,81,52,52,66,66,64
13905,C. Sertel,20,Medipol Başakşehir FK,63,76,188,Turkey,CB,66,31,47,57,63,65
13906,J. Rivera,21,Envigado FC,60,70,175,Colombia,LM,77,54,51,63,18,54
13907,J. Olayinka,18,Northampton Town,55,71,175,England,RM,74,45,54,60,43,54
13908,A. Toptik,21,Kasimpaşa SK,55,65,178,Turkey,LM,54,53,54,59,29,38
13909,Iago Indias,24,C.D. Castellón,62,68,178,Spain,CB,51,38,49,49,64,60
13910,C. Terán,18,Envigado FC,57,76,188,Colombia,CB,64,29,39,46,55,63
13911,Y. Delfi,19,Sporting de Charleroi,63,76,185,Iran,RM,72,62,58,68,33,62
13912,Abdu Conté,22,Moreirense FC,68,79,183,Portugal,CB,76,46,52,65,65,74
13913,G. Plata,19,Sporting CP,74,86,178,Ecuador,CAM,85,66,65,79,43,64
13914,Tuta,20,Eintracht Frankfurt,66,77,185,Brazil,CB,62,41,55,59,66,69
13915,S. Srnić,28,UD Las Palmas,68,68,175,Serbia,RM,68,63,67,69,44,55
13916,A. Palaversa,20,Getafe CF,71,83,188,Croatia,CDM,63,59,70,70,70,71
13917,R. Prieto,22,Godoy Cruz,66,75,173,Paraguay,LM,78,54,61,70,33,51
13918,Júnior Brumado,21,FC Midtjylland,62,74,190,Brazil,ST,74,58,45,67,29,74
13919,Víctor Ruiz,26,FC St. Gallen,69,72,173,Spain,CAM,76,57,68,75,35,50
13920,Ming Tian,25,Wuhan Zall,68,73,180,China PR,RB,82,32,56,63,63,65
13921,David Cardoso,25,FC Girondins de Bordeaux,60,64,183,Macau,CB,56,31,37,42,63,60
13922,M. Hanousek,27,Sparta Praha,73,74,180,Czech Republic,LB,85,44,63,68,66,72
13923,Emerson,21,Real Betis,78,88,180,Brazil,RB,80,62,70,73,74,76
13924,Patrick,19,FC Midtjylland,58,75,185,Brazil,CB,69,37,42,47,55,65
13925,D. Mbayo,18,KAA Gent,65,82,175,Belgium,LW,81,62,56,74,29,41
13926,Jeka,22,Boavista FC,64,73,185,Ukraine,ST,71,64,54,67,28,57
13927,S. Keita,19,KAS Eupen,63,77,173,Mali,CAM,74,56,59,67,24,49
13928,V. Savićević,25,Wisła Kraków,67,72,178,Montenegro,CM,66,63,66,67,61,71
13929,K. Kizito,23,Falkenbergs FF,62,67,188,Ghana,ST,66,60,41,60,19,65
13930,Xia Ao,21,Wuhan Zall,47,55,178,China PR,CB,64,28,26,38,48,51
13931,Wang Zhifeng,23,Wuhan Zall,49,55,196,China PR,GK,49,53,52,50,34,43
13932,D. St. Clair,23,Minnesota United FC,60,70,190,Canada,GK,68,52,51,65,26,52
13933,R. Bellanova,20,Atalanta,68,83,188,Italy,RB,72,31,53,61,65,65
13934,M. Hašek,23,Sparta Praha,72,75,180,Czech Republic,CAM,71,69,71,71,66,71
13935,M. Römling,19,VfL Bochum 1848,57,72,185,Germany,LB,70,29,43,55,53,59
13936,Wu Shaocong,20,Guangzhou Evergrande Taobao FC,55,68,193,China PR,CM,65,51,55,56,56,60
13937,M. Mužek,23,St. Mirren,60,65,183,Croatia,LWB,68,32,54,57,57,66
13938,K. Thuram,19,OGC Nice,71,82,193,France,CDM,69,52,67,68,70,69
13939,M. Mbow,20,Stade de Reims,59,75,193,Senegal,CB,64,29,34,38,58,65
13940,J. Piroe,20,PSV,64,76,185,Netherlands,ST,65,65,52,64,28,63
13941,Ibañez,21,Roma,68,78,185,Brazil,CB,58,32,43,46,70,65
13942,L. Ofori,22,Famalicão,66,74,180,Ghana,RM,70,55,63,73,58,61
13943,E. Tapsoba,21,Bayer 04 Leverkusen,78,88,193,Burkina Faso,CB,74,52,63,63,78,78
13944,A. Seko,20,Cerezo Osaka,64,75,183,Japan,CB,58,35,45,47,65,68
13945,H. Araki,23,Sanfrecce Hiroshima,66,72,185,Japan,CB,55,27,42,51,66,71
13946,S. Higashi,19,Sanfrecce Hiroshima,62,73,180,Japan,CAM,67,58,61,65,44,63
13947,I. Alibaev,26,FC Seoul,67,70,173,Uzbekistan,CM,66,64,67,63,55,63
13948,G. Ito,19,Vissel Kobe,55,66,190,Japan,GK,56,56,49,60,35,48
13949,A. Gutman,23,FC Cincinnati,61,68,183,United States,CB,60,44,53,58,59,67
13950,L. Dykes,24,Queens Park Rangers,69,74,188,Scotland,ST,69,67,50,64,29,80
13951,P. Finger,18,Eintracht Frankfurt,57,72,165,Germany,CAM,59,53,57,60,47,45
13952,A. Deuro,19,KSV Cercle Brugge,60,73,180,Mali,CDM,69,36,50,62,57,65
13953,S. Hostikka,22,Pogoń Szczecin,62,68,183,Finland,RM,77,50,58,64,24,55
13954,I. Camará,21,Moreirense FC,67,77,190,Guinea,CB,62,45,54,62,66,71
13955,J. Nelson,21,FC Dallas,58,67,178,United States,LB,58,27,47,53,55,55
13956,S. Junqua,23,Houston Dynamo,56,63,183,United States,LB,61,26,43,57,53,59
13957,R. Mudražija,23,FC København,66,75,178,Croatia,CAM,71,59,65,70,51,62
13958,J. Marín,18,Cúcuta Deportivo,55,72,165,Colombia,CAM,67,41,51,55,41,62
13959,J. Larsson,21,Örebro SK,66,78,178,Sweden,RM,81,58,55,67,44,68
13960,Unai Vencedor,19,Athletic Club de Bilbao,65,79,175,Spain,CM,64,59,68,65,56,65
13961,A. Mikkelsen,18,Tromsø IL,55,70,165,Norway,RM,74,42,49,61,28,38
13962,A. McCalmont,20,Oldham Athletic,61,76,173,Northern Ireland,CAM,66,49,57,66,55,59
13963,C. Ouzounidis,19,Everton,60,73,183,Australia,CB,63,28,51,47,60,57
13964,M. Mampala,18,Everton,62,76,183,England,ST,75,58,52,62,33,61
13965,D. Plechatý,21,Sparta Praha,65,75,183,Czech Republic,CB,68,33,49,53,64,69
13966,T. Muse,20,Seattle Sounders FC,55,68,193,United States,GK,59,56,53,59,35,59
13967,O. Casey,19,Leeds United,59,75,188,England,CB,59,27,44,50,59,60
13968,M. Bogusz,18,Leeds United,60,77,175,Poland,CAM,74,60,56,64,35,58
13969,B. Michel,22,Orlando City SC,61,68,178,United States,ST,87,56,37,57,22,57
13970,K. Smith,28,Orlando City SC,58,58,180,United States,RB,62,26,43,56,56,62
13971,T. Freeman,17,Sporting Kansas City,51,75,180,United States,ST,71,50,38,54,20,36
13972,L. Stergiou,18,FC St. Gallen,67,86,180,Switzerland,CB,65,32,46,49,67,72
13973,B. Aaronson,19,Philadelphia Union,68,80,178,United States,CAM,73,55,63,73,50,51
13974,F. Vincent,21,Scunthorpe United,58,71,178,England,LM,73,53,57,62,52,56
13975,T. Ducrocq,19,Racing Club de Lens,60,76,175,France,CAM,69,45,59,61,48,50
13976,D. Saba,27,Guangzhou R&F FC,73,74,168,Israel,LM,89,68,69,75,29,63
13977,Marcos Antonio,20,Shakhtar Donetsk,72,85,168,Brazil,CAM,84,63,69,73,57,45
13978,L. Buchanan,19,Derby County,59,76,175,England,LB,69,37,43,53,56,58
13979,A. Buksa,17,Wisła Kraków,60,77,188,Poland,ST,70,58,47,59,23,55
13980,Andre Shinyashiki,23,Colorado Rapids,62,70,175,Brazil,ST,75,61,51,66,35,58
13981,E. Cardozo,19,Racing Club,60,80,168,Argentina,CAM,64,54,58,64,45,47
13982,D. Kulusevski,20,Juventus,77,87,185,Sweden,LM,81,69,75,78,56,75
13983,L. McNally,20,St. Patrick's Athletic,56,70,183,Republic of Ireland,CB,50,26,39,37,54,66
13984,R. Cabrera,31,Nacional Potosí,60,60,188,Uruguay,CB,45,35,37,36,59,72
13985,K. Mouanga,19,Angers SCO,60,76,190,France,CB,49,31,35,38,61,69
13986,P. Wade,19,OGC Nice,59,73,178,France,CM,64,43,57,56,55,55
13987,Altube,20,Real Madrid,63,80,188,Spain,GK,63,58,63,65,16,59
13988,A. Pelmard,20,OGC Nice,68,79,180,France,CB,71,33,56,65,68,69
13989,Maguinho,28,Yokohama FC,65,65,175,Brazil,RB,88,51,52,66,57,64
13990,K. Harada,19,Kawasaki Frontale,55,67,170,Japan,CAM,60,42,51,63,32,37
13991,S. Watanabe,23,Nagoya Grampus,56,62,168,Japan,CAM,61,40,55,61,41,47
13992,S. Naruse B,19,Nagoya Grampus,63,75,165,Japan,RB,70,39,50,66,59,57
13993,G. Costa,30,Peru,67,67,170,Peru,RW,75,61,65,70,22,57
13994,S. Haji,20,San Jose Earthquakes,61,73,173,United States,CAM,71,49,55,66,35,47
13995,D. Ochoa,19,Real Salt Lake,54,71,188,United States,GK,56,52,53,55,26,53
13996,D. Hoyo-Kowalski,16,Wisła Kraków,59,81,188,Poland,CB,66,25,34,36,61,66
13997,F. Dymerski,18,Lechia Gdańsk,53,72,185,Poland,CB,59,27,30,32,54,61
13998,O. Antman,18,FC Nordsjælland,58,74,175,Finland,CAM,68,47,54,66,35,44
13999,G. Ranjitsingh,26,Minnesota United FC,52,55,190,Trinidad &amp; Tobago,GK,53,52,50,60,20,46
14000,A. Palavecino,23,Deportivo Cali,64,72,173,Argentina,CAM,70,57,67,63,34,59
14001,Álex Sola,21,Real Sociedad,69,76,178,Spain,RWB,73,51,61,72,65,68
14002,F. Balogun,18,Arsenal,60,80,178,England,ST,74,59,42,60,20,61
14003,Xavi Sintes,16,RCD Mallorca,60,80,190,Spain,CB,59,42,55,54,57,63
14004,G. Avila,18,Boca Juniors,56,76,183,Argentina,CB,59,28,33,36,58,58
14005,R. Ashurmatov,23,GwangJu FC,66,73,185,Uzbekistan,CB,72,43,54,60,65,73
14006,F. Delorenzi,21,Independiente,67,80,178,Argentina,CB,60,29,45,45,66,70
14007,B. Tutu,22,Stade Malherbe Caen,61,69,196,France,ST,75,59,44,55,24,60
14008,C. Gasper,24,Minnesota United FC,64,71,183,United States,LB,67,31,48,57,62,69
14009,L. Zumberi,20,FC Zürich,57,74,178,Switzerland,CAM,67,52,51,60,37,44
14010,H. Dotson,23,Minnesota United FC,64,71,180,United States,CDM,66,59,56,64,63,63
14011,L. Unbehaun,19,Borussia Dortmund,61,79,185,Germany,GK,52,58,65,65,55,63
14012,A. Diallo,23,CD Aves,65,71,183,Senegal,ST,61,66,45,60,19,67
14013,J. Haahr,17,FC København,52,72,183,Denmark,CB,51,22,32,32,52,50
14014,M. Anbo,19,Aarhus GF,54,68,185,Denmark,RB,69,27,43,49,51,56
14015,J. Sirois,19,Montreal Impact,50,69,183,Canada,GK,54,53,49,47,16,49
14016,Moncayola,22,CA Osasuna,74,83,183,Spain,CM,68,64,72,69,69,67
14017,Apa,20,Real Valladolid CF,67,79,170,Spain,RB,80,27,56,65,63,56
14018,A. Bella-Kotchap,18,VfL Bochum 1848,62,82,190,Germany,CB,73,25,39,40,63,70
14019,A. Ayala,20,Estudiantes de La Plata,60,77,170,Argentina,CDM,63,41,55,60,60,51
14020,Edgar,23,Real Oviedo,70,79,193,Spain,CDM,52,36,62,60,69,68
14021,B. Sekulić,28,Chicago Fire,66,66,188,Slovakia,RB,68,31,56,61,63,67
14022,M. Freese,21,Philadelphia Union,59,68,193,United States,GK,63,59,56,62,29,59
14023,P. Glatzel,18,Liverpool,60,80,175,Germany,ST,68,60,51,59,30,49
14024,M. Güçlü,21,Valenciennes FC,64,74,183,Turkey,ST,73,64,54,65,23,56
14025,E. Cerrillo,19,FC Dallas,64,81,178,United States,CDM,66,43,58,55,59,68
14026,K. Álvarez,23,IFK Norrköping,61,67,180,Honduras,RB,85,30,53,58,49,70
14027,F. Mambimbi,19,BSC Young Boys,60,77,170,Switzerland,RM,82,59,50,69,24,42
14028,E. Petignat,20,BSC Young Boys,56,73,178,Switzerland,CB,57,37,50,52,53,62
14029,C. Zady Sery,20,Stade Malherbe Caen,68,77,178,Ivory Coast,RM,83,59,63,70,21,51
14030,A. Thiam,20,US Orléans Loiret Football,60,70,175,Mauritania,LB,73,32,54,49,58,58
14031,A. Scheidler,22,Dijon FCO,65,74,193,France,ST,54,68,50,58,30,70
14032,R. Loughty,25,Macarthur FC,59,62,175,Australia,RB,65,39,49,51,55,58
14033,Guo Wei,30,Shenzhen FC,58,58,190,China PR,GK,60,58,61,56,23,62
14034,A. Boroughbridge,35,Macarthur FC,59,59,193,Australia,CB,31,30,40,39,58,67
14035,J. Barreto,20,Patronato,58,74,180,Argentina,ST,57,57,46,58,21,55
14036,B. Smith-Hylton,22,Central Coast Mariners,56,66,183,Australia,CB,55,46,49,47,56,56
14037,H. Trewbridge,25,Macarthur FC,59,62,183,Australia,CAM,73,59,56,63,24,53
14038,A. Cruz,24,FC Cincinnati,66,73,165,Costa Rica,CAM,72,64,62,71,64,67
14039,F. Amaya,19,FC Cincinnati,62,77,165,United States,CAM,72,52,59,66,54,58
14040,A. Monksfield,26,Macarthur FC,60,63,183,Australia,LWB,66,45,51,54,55,65
14041,J. Hague,22,FC Cincinnati,50,60,190,United States,GK,49,59,59,49,49,49
14042,L. Leroy,20,La Berrichonne de Châteauroux,63,78,185,France,CM,63,53,64,63,55,67
14043,O. Gastrell,34,Macarthur FC,58,58,185,Australia,CB,42,22,32,43,58,62
14044,E. Selvik,22,Odds BK,61,70,188,Norway,GK,62,61,59,62,18,60
14045,D. Sealy,17,FC Dallas,51,71,178,United States,ST,51,56,41,52,18,39
14046,P. Ejimadu,20,Los Angeles FC,55,68,188,United States,GK,56,53,58,60,31,55
14047,Bernardo Rosa,19,West Ham United,55,69,178,Brazil,CAM,65,44,53,60,36,47
14048,J. Ngakia,19,Watford,65,78,178,England,RWB,73,28,49,62,62,62
14049,H. Kvaracheliya,17,Lokomotiv Moscow,63,74,183,Georgia,LM,63,55,57,67,39,68
14050,A. Perez,24,Los Angeles FC,60,65,183,United States,CAM,65,57,53,63,26,54
14051,P. Vassell,20,Los Angeles FC,60,72,180,Jamaica,CAM,68,48,57,61,50,55
14052,J. Portillo,27,Real Salt Lake,60,61,168,United States,CM,61,51,60,63,56,54
14053,E. Cuello,23,LA Galaxy,61,68,180,Argentina,CAM,63,53,58,63,37,57
14054,Tete,20,Shakhtar Donetsk,75,86,175,Brazil,CAM,83,67,69,79,29,58
14055,F. Panák,24,Sparta Praha,67,76,188,Czech Republic,CB,67,53,62,64,67,66
14056,K. Miller,23,Orlando City SC,59,69,183,Canada,CB,66,23,34,39,59,68
14057,J. Branthwaite,18,Everton,60,82,193,England,CB,54,29,38,42,59,63
14058,J. Wellers,19,VfL Bochum 1848,53,61,178,Germany,CB,57,36,49,52,50,55
14059,R. Hajal,18,SC Heerenveen,61,79,180,Sweden,CAM,72,44,61,65,46,58
14060,L. N'Diaye,18,PFC CSKA Moscow,60,76,180,Mali,ST,81,59,43,57,19,56
14061,Kim Tae Hwan,20,Suwon Samsung Bluewings,60,72,178,Korea Republic,CB,70,26,41,47,60,64
14062,K. N'Dri,19,KAS Eupen,60,74,175,Ivory Coast,CAM,77,58,56,62,37,56
14063,B. Al Ahbabi,29,Al Ain FC,71,71,170,United Arab Emirates,RM,86,54,69,71,57,52
14064,M. Ahmed,31,Al Ain FC,62,62,183,United Arab Emirates,CB,71,41,49,58,62,67
14065,D. Politic,20,Bolton Wanderers,63,78,178,Romania,RM,79,59,56,67,30,62
14066,D. Muringen,21,ADO Den Haag,60,69,183,Netherlands,CB,69,33,41,46,58,67
14067,J. Araujo,18,LA Galaxy,63,80,175,United States,RB,75,31,54,64,59,56
14068,V. Boniface,19,FK Bodø/Glimt,64,77,183,Nigeria,ST,78,63,50,67,25,63
14069,M. Chana,21,VfB Lübeck,61,71,183,Germany,CB,66,25,36,44,62,63
14070,Cho Gue Sung,22,Jeonbuk Hyundai Motors,56,67,188,Korea Republic,ST,75,54,35,51,23,66
14071,A. Barman,26,Al Ain FC,68,72,175,United Arab Emirates,CDM,62,47,60,62,65,74
14072,B. Iskandar,19,Guangzhou Evergrande Taobao FC,51,66,178,China PR,ST,70,50,38,55,29,45
14073,Vintecinco,24,Busan IPark,57,62,193,Brazil,ST,62,53,32,54,27,80
14074,T. Raschl,20,Borussia Dortmund,63,78,178,Germany,CDM,64,44,61,66,56,62
14075,A. Dobra,19,Ipswich Town,56,74,170,Albania,CAM,75,44,52,62,37,52
14076,D. Traore,21,LA Galaxy,59,69,183,France,LB,72,35,52,58,54,66
14077,André Almeida,20,Vitória Guimarães,63,75,175,Portugal,CAM,61,56,60,68,53,57
14078,D. Matsuoka,19,Sagan Tosu,62,76,170,Japan,CM,60,47,60,68,51,60
14079,M. Smith,19,Swindon Town,58,72,175,England,CM,59,49,57,58,52,54
14080,C. Olses,18,Racing Club,62,82,193,Venezuela,GK,63,60,55,65,32,60
14081,J. Cropper,20,Burnley,53,65,183,England,RB,66,39,43,50,48,63
14082,A. Arroyo,18,Deportivo Cali,59,77,170,Colombia,RM,72,47,52,66,25,39
14083,A. Glennon,20,Burnley,61,72,180,England,LB,70,47,51,58,57,61
14084,E. Zubak,22,LA Galaxy,58,67,183,United States,ST,57,58,40,56,19,61
14085,V. Gembalies,20,MSV Duisburg,63,72,185,Germany,CB,64,27,38,46,62,76
14086,F. Fragueda,19,Club Atlético Talleres,59,76,190,Argentina,GK,61,59,59,59,31,57
