,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
2077,C. Morris,30,Ross County FC,62,62,190,183,Northern Ireland,CB,67,30,40,46,60,71,1,250
2113,D. Ragatzu,28,Cagliari,62,62,173,150,Italy,ST,75,60,53,68,31,45,6,325
2128,B. Grant,30,Oldham Athletic,62,62,180,168,England,LM,74,61,64,65,47,62,3,275
2367,A. MacDonald,30,Gillingham,62,62,170,159,Scotland,CDM,71,58,60,65,57,83,2,275
2413,L. Rath,28,FC Admira Wacker Mödling,62,63,183,176,Austria,CB,63,40,56,58,59,72,2,300
2496,Enric Vallès,30,Sandefjord Fotball,62,62,190,185,Spain,CM,62,61,63,63,55,72,0.85,275
2624,K. Bilinski,32,Podbeskidzie Bielsko-Biala,62,62,183,174,Poland,ST,62,62,55,61,24,59,1,240
2754,J. Payne,28,Crawley Town,62,62,183,163,England,CM,59,55,62,59,54,72,3,300
2777,J. Zambrano,27,AC Mineros de Guayana,62,62,165,146,Venezuela,LM,76,56,58,63,32,36,0.5,325
2798,B. Reeves,28,Plymouth Argyle,62,62,173,148,Northern Ireland,CAM,72,62,62,68,53,62,3,300
2914,A. Hemmings,25,Mansfield Town,62,63,170,159,England,LM,86,56,53,66,31,62,3,325
2924,J. Kotzke,30,FC Ingolstadt 04,62,62,183,179,Germany,CB,61,45,54,52,61,72,2,250
3014,A. Wildig,28,Morecambe,62,62,175,161,England,RW,70,58,61,66,48,62,2,300
3016,S. Russo,30,US Salernitana 1919,62,62,185,174,Italy,GK,62,59,63,63,49,62,0.7,200
3095,A. Eastham,29,Salford City,62,62,190,198,England,CB,45,23,42,44,60,75,4,250
3250,C. McAleny,27,Oldham Athletic,62,62,178,146,England,RW,74,62,58,66,24,48,3,325
3260,P. Cowan-Hall,29,Colchester United,62,62,173,161,England,RM,81,56,55,64,35,57,3,300
3271,K. Appiah,28,AFC Wimbledon,62,62,180,176,Ghana,ST,77,60,50,63,34,66,2,325
3301,C. Anene,27,FC Midtjylland,62,63,188,198,Norway,ST,67,58,51,60,29,68,5,350
3399,D. Parrett,27,Stevenage,62,62,178,190,England,CM,65,58,62,63,48,61,3,300
3579,F. Burmeister,30,Eintracht Braunschweig,62,62,185,181,Germany,CB,57,37,45,48,62,69,3,250
3629,R. Benson,28,St. Patrick's Athletic,62,62,175,170,Republic of Ireland,CM,67,59,60,64,58,71,0.7,300
3750,G. Gigliotti,30,Crotone,62,62,180,159,France,CB,68,44,56,59,61,72,2,250
3754,S. Murray,26,Dundalk,62,65,175,159,Republic of Ireland,CAM,65,59,64,64,47,61,0.85,375
3906,N. Ajose,28,Exeter City,62,62,173,172,England,ST,72,62,53,63,35,59,3,325
3973,J. Gatt,28,Dundalk,62,62,178,161,United States,RW,91,57,54,65,41,60,0.95,325
4044,P. McCallum,22,Leyton Orient,62,65,190,165,England,ST,68,61,47,56,24,68,4,375
4071,G. Kristjánsson,27,IK Start,62,62,180,181,Iceland,CM,68,56,60,62,59,71,2,275
4081,B. Knott,24,Rochdale,62,67,173,157,England,CAM,68,58,61,65,45,65,2,400
4132,Y. Songo'o,28,Morecambe,62,63,185,170,Cameroon,CB,65,39,50,55,60,78,2,300
4143,G. van Velzen,26,Crawley Town,62,63,185,161,Netherlands,LM,78,58,55,63,22,63,2,350
4148,M. Clayton,23,Blackpool,62,67,175,154,England,RW,76,58,54,63,25,56,2,400
4174,E. Whitehouse,26,Forest Green Rovers,62,64,180,176,England,ST,68,59,56,63,55,76,4,350
4180,M. Storey,23,Partick Thistle FC,62,66,180,154,England,ST,84,57,46,64,31,65,2,400
4184,A. Ajeti,26,Vejle Boldklub,62,66,183,183,Albania,CB,61,35,50,48,61,66,2,350
4204,D. Abramowicz,29,Wisla Kraków,62,62,185,168,Poland,LB,63,35,59,44,59,67,1,250
4404,J. Meza,34,Estudiantes de Mérida,62,62,165,132,Venezuela,CAM,82,57,59,69,49,48,0.5,150
4476,D. Salazar,28,Querétaro,62,62,168,152,Mexico,ST,65,64,47,54,23,62,2,325
4542,S. Benyamina,30,VfB Lübeck,62,62,190,174,Germany,ST,67,62,42,62,34,69,0.95,300
4612,N. Minotti,25,Atalanta,62,64,188,172,Italy,CAM,67,51,60,63,41,64,5,375
4622,A. Morgan,23,Sligo Rovers,62,68,178,157,England,ST,72,61,50,63,21,55,1,425
4663,S. Gündüz,26,Hallescher FC,62,63,170,163,Germany,RM,78,54,55,64,45,68,1,350
4668,R. Hall-Johnson,24,Northampton Town,62,67,173,148,England,RB,78,45,54,62,59,59,3,350
4674,T. Thorpe,23,Bolton Wanderers,62,66,188,196,England,CB,58,33,49,50,63,67,3,325
4697,J. Turnbull,25,Salford City,62,68,185,159,England,CB,60,27,46,50,62,72,3,375
4719,G. Morrissey,28,Cork City,62,63,183,179,Republic of Ireland,CDM,51,59,58,59,59,69,0.75,300
4730,V. Haroyan,24,FC Ural Yekaterinburg,62,67,185,168,Armenia,CB,56,30,43,48,61,70,5,350
4754,P. Digby,25,Cambridge United,62,66,196,154,England,CB,53,50,57,53,61,75,2,350
4797,M. Ovenstad,26,Mjøndalen IF,62,65,183,154,Norway,CAM,69,59,62,62,53,67,0.85,375
4854,L. Caballero,30,Sportivo Luqueño,62,62,175,163,Paraguay,ST,44,64,54,62,43,58,0.5,300
4920,M. Rybicki,27,Warta Poznan,62,62,175,143,Poland,RM,75,60,54,66,30,46,1,325
4998,C. Howieson,24,New Zealand,62,65,180,172,New Zealand,CAM,70,57,62,62,51,67,0,0
5006,M. Armellino,30,AC Monza,62,62,175,165,Italy,CDM,63,41,58,63,58,65,1,275
5040,L. Gambin,27,Colchester United,62,63,168,154,Malta,CAM,68,53,58,69,36,42,3,350
5044,G. Williams,24,Grimsby Town,62,67,173,161,Wales,RM,76,61,59,67,31,60,2,400
5048,S. McNulty,34,Tranmere Rovers,62,62,185,194,England,CB,29,25,43,35,63,63,3,90
5064,N. Knight-Percival,33,Morecambe,62,62,183,161,England,CB,55,30,40,46,62,72,2,140
5073,S. Mandé,27,Odense Boldklub,62,65,193,181,Ivory Coast,GK,63,61,58,63,43,62,2,275
5075,A. Al Kassar,29,Al Faisaly,62,62,178,154,Saudi Arabia,GK,62,60,54,67,41,60,2,220
5088,A. Khrees,29,Al Faisaly,62,62,178,161,Saudi Arabia,RB,68,50,53,57,58,70,3,250
5093,D. Rose,32,Grimsby Town,62,62,170,146,England,CM,56,57,61,61,59,64,2,230
5094,F. Adarabioyo,22,NAC Breda,62,70,190,185,England,ST,71,60,58,57,37,77,3,450
5095,D. Rowe,30,Oldham Athletic,62,62,183,176,England,ST,64,63,51,59,30,70,3,300
5107,B. de Jong,24,RSC Anderlecht,62,66,183,179,Netherlands,GK,60,58,63,65,53,58,3,275
5116,B. Turgott,26,Östersunds FK,62,63,183,143,England,LM,76,55,53,66,23,51,1,350
5176,I. Lawlor,25,Oldham Athletic,62,67,193,176,Republic of Ireland,GK,65,59,60,64,45,61,2,300
5298,K. Kennedy,25,Port Vale,62,66,183,154,England,CB,68,24,44,54,60,68,3,350
5430,N. Al Subhi,30,Al Fayha,62,62,180,163,Saudi Arabia,CB,57,46,45,48,61,74,4,250
5502,L. McCullough,25,Tranmere Rovers,62,65,188,185,Northern Ireland,CDM,47,40,55,55,61,66,2,350
5519,D. Starkl,26,FC Admira Wacker Mödling,62,64,175,154,Austria,ST,76,60,58,67,36,60,3,375
5723,Park Jung Bin,25,Servette FC,62,63,178,154,Korea Republic,LM,77,57,56,64,37,47,3,350
5731,V. Grubeck,25,SV Ried,62,65,183,165,Austria,ST,66,60,59,60,27,58,2,375
5747,B. Morris,24,Portsmouth,62,67,183,157,England,CDM,69,51,57,63,61,70,2,400
5811,M. Preston,24,Mansfield Town,62,63,183,172,England,CB,73,35,40,42,58,79,3,325
5826,T. Gomelt,25,Crotone,62,67,185,165,Croatia,CAM,69,63,63,67,46,57,2,400
5872,L. Vigouroux,26,Leyton Orient,62,65,193,170,Chile,GK,63,61,62,63,45,61,2,275
5888,S. Lukic,40,Varbergs BoIS,62,62,193,201,Bosnia Herzegovina,GK,57,63,52,62,27,67,0.5,30
5902,M. Ferrier,25,Tranmere Rovers,62,65,183,165,England,ST,85,60,49,63,24,75,2,375
5937,K. O'Hara,24,Burton Albion,62,70,190,172,Republic of Ireland,GK,63,59,57,64,45,60,1,350
5983,R. Seager,22,Yeovil Town,62,68,175,165,England,ST,73,61,50,62,24,63,2,425
6042,J. Gutiérrez,29,CD Cobresal,62,62,163,132,Chile,CM,70,43,58,67,47,43,0.8,300
6098,L. Rodríguez,25,Club Atlético Tigre,62,65,168,157,Argentina,LB,73,49,59,57,58,63,3,325
6253,R. Muirhead,21,Milton Keynes Dons,62,73,188,165,Scotland,ST,61,64,52,61,32,65,3,525
6257,F. Sachpekidis,22,Kalmar FF,62,70,180,168,Sweden,CAM,66,60,58,67,38,64,0.85,450
6355,M. Van Damme,26,KSV Cercle Brugge,62,66,183,176,Belgium,GK,63,58,59,65,49,58,2,275
6376,A. Kenyon,27,Morecambe,62,63,183,168,England,CDM,62,46,55,60,57,75,2,300
6481,M. Koj,26,Górnik Zabrze,62,63,188,179,Poland,CB,49,40,53,54,62,76,1,300
6554,J. Henestrosa,25,Tiburones Rojos de Veracruz,62,65,165,139,Mexico,RM,70,51,56,63,36,59,2,375
6589,N. Espinoza,23,Universidad de Chile,62,66,190,185,Chile,GK,61,59,58,64,48,62,1,300
6675,C. Shaughnessy,24,Leeds United,62,69,193,163,Republic of Ireland,CDM,63,44,56,60,60,72,12,375
6770,A. Al Shammari,26,Al Hazem,62,65,185,163,Saudi Arabia,CB,54,38,48,52,63,67,4,325
6779,H. Lennon,25,Southend United,62,66,190,170,England,CB,66,29,42,49,62,69,2,350
6785,R. Espejord,24,SC Heerenveen,62,69,188,190,Norway,ST,55,62,48,57,29,66,2,425
6870,M. Jakóbowski,27,Warta Poznan,62,62,170,143,Poland,LM,79,56,57,62,33,47,1,325
6880,T. Conlon,24,Port Vale,62,66,173,137,England,CM,63,50,62,65,56,66,2,400
6912,M. Ridenton,24,New Zealand,62,66,180,159,New Zealand,CM,67,55,61,57,57,68,0,0
6956,O. Okungbowa,26,VfB Lübeck,62,65,188,168,Austria,CB,71,45,54,56,61,74,0.8,350
6964,Jaime,25,CE Sabadell FC,62,67,183,165,Spain,CB,58,33,45,42,62,68,2,350
6971,A. Bakayoko,24,Coventry City,62,68,193,187,Sierra Leone,ST,79,61,51,56,43,82,7,425
6974,C. Dummigan,24,Dundalk,62,68,180,154,Northern Ireland,RB,72,34,51,60,58,62,0.65,375
6985,R. Al Ghamdi,26,Al Raed,62,65,178,152,Saudi Arabia,ST,75,59,55,61,38,63,4,375
7001,G. Guerrieri,24,Lazio,62,69,183,172,Italy,GK,63,60,59,62,45,60,5,325
7003,M. Samuelsen,23,Hull City,62,70,188,159,Norway,CAM,74,58,57,70,30,51,2,450
7036,S. Nelson,24,Tranmere Rovers,62,67,185,165,England,CB,50,27,40,47,62,70,2,375
7041,W. Nightingale,24,AFC Wimbledon,62,69,185,185,England,CB,67,33,46,52,63,68,1,375
7103,T. Dierßen,22,Hannover 96,62,70,173,141,Germany,RW,72,55,57,66,40,45,5,450
7107,Shao Puliang,30,Shijiazhuang Ever Bright F.C.,62,62,188,176,China PR,GK,58,62,63,59,33,63,1,200
7151,H. Lewis,22,Southampton,62,74,190,170,England,GK,64,59,56,64,33,60,5,425
7179,J. Bartosz,22,Wisla Kraków,62,68,183,170,Poland,RB,80,55,52,62,57,71,2,375
7260,Kim Sang Won,28,Pohang Steelers,62,62,175,152,Korea Republic,LB,78,51,57,59,56,59,2,250
7272,D. Follonier,26,FC Luzern,62,65,183,163,Switzerland,CAM,69,65,59,62,28,51,3,375
7288,S. Burgess,22,Port Vale,62,69,180,159,England,RM,75,60,61,64,57,56,2,425
7297,Hou Yongyong,22,Beijing Sinobo Guoan FC,62,72,183,163,China PR,CAM,72,51,59,63,45,59,3,500
7298,J. Rose,25,Walsall,62,68,190,165,England,GK,64,60,58,64,42,61,2,300
7389,Z. Gordon,27,Central Coast Mariners,62,64,180,170,Scotland,CB,74,33,46,61,60,75,0.65,325
7390,S. Hendrie,25,Morecambe,62,66,178,154,Scotland,LB,74,35,46,57,59,68,2,350
7393,S. Kurt,21,Hertha BSC,62,68,173,157,Germany,LW,66,50,56,72,34,34,4,425
7395,F. Fabre,29,Nîmes Olympique,62,62,175,159,France,CDM,63,47,66,60,59,67,2,250
7419,M. Sætra,23,Strømsgodset IF,62,68,198,198,Norway,GK,64,61,58,64,45,60,0.7,325
7424,L. Mocio,23,Olympique Lyonnais,62,68,198,187,France,GK,60,61,63,64,38,61,7,300
7493,G. Maris,24,Mansfield Town,62,69,180,165,England,RM,69,56,60,62,55,61,3,425
7531,C. Humphreys-Grant,21,SV Zulte-Waregem,62,71,185,181,England,CB,62,32,48,52,62,66,2,425
7541,L. Ward,23,Exeter City,62,70,196,179,England,GK,62,60,60,62,45,61,2,350
7543,M. Osei Kwadwo,24,1. FC Magdeburg,62,65,170,154,Ghana,CAM,80,52,55,69,31,51,1,375
7545,N. Mousa,33,Al Hazem,62,62,165,150,Saudi Arabia,LB,79,52,51,58,56,68,4,140
7551,Rubén Mesa,26,Villarreal CF,62,63,183,165,Spain,ST,57,64,46,58,25,63,6,375
7569,T. Denton,23,Stevenage,62,67,175,146,England,LB,78,48,57,62,58,59,2,350
7576,T. Moore,21,Colchester United,62,69,178,146,England,RB,82,37,52,60,57,64,2,375
7601,W. Boyle,24,Cheltenham Town,62,67,190,185,England,CB,53,27,36,38,63,70,2,375
7628,B. Touré,25,Vitória Guimarães,62,64,170,137,Burkina Faso,CAM,63,54,59,67,54,50,2,375
7656,S. Friðjónsson,24,SC Paderborn 07,62,69,185,168,Iceland,CM,54,57,58,63,57,75,3,425
7662,N. Bürgy,24,BSC Young Boys,62,69,185,174,Switzerland,CB,48,29,43,46,62,65,3,375
7674,He Chao,25,Guangzhou Evergrande Taobao FC,62,67,178,170,China PR,CB,65,49,61,62,63,75,4,400
7691,J. Sellars,24,Östersunds FK,62,67,173,161,England,LM,78,59,58,65,35,54,0.9,400
7723,B. Wembangomo,23,Sandefjord Fotball,62,70,180,165,Norway,RWB,82,44,52,65,56,62,0.7,400
7749,D. Telford,23,Plymouth Argyle,62,69,175,159,England,ST,82,61,47,62,24,61,3,425
7753,N. Royón,29,Nacional Potosí,62,62,175,161,Uruguay,ST,80,57,59,60,24,55,0.5,300
7785,Buenacasa,24,RCD Mallorca,62,69,183,165,Spain,ST,67,62,46,63,25,53,2,425
7810,S. Bastoni,23,Spezia,62,70,180,163,Italy,LM,64,52,62,64,54,59,0.5,400
7831,C. McGrandles,24,Lincoln City,62,67,185,141,Scotland,RM,69,54,60,65,51,69,2,400
7850,W. Miller,22,Burton Albion,62,69,168,146,England,LM,72,56,57,61,51,56,2,425
7856,H. Charsley,23,Mansfield Town,62,70,175,141,Republic of Ireland,CAM,62,55,63,63,55,60,3,450
7867,D. Sommariva,22,AC Monza,62,69,185,168,Italy,GK,64,54,61,68,42,58,0.65,325
7912,B. Kennedy,22,Stevenage,62,70,178,154,Northern Ireland,CAM,70,58,56,65,34,64,2,450
7925,T. King,25,Newport County,62,66,193,176,Wales,GK,63,62,56,63,42,61,2,300
7928,J. Düker,24,SV Meppen,62,65,188,176,Germany,ST,66,58,55,63,27,67,0.65,400
8003,M. López Quintana,24,Club Atlético Aldosivi,62,69,183,179,Paraguay,CB,59,26,34,35,64,68,2,375
8011,O. Shenton,20,Stoke City,62,76,175,170,England,CAM,63,53,62,66,52,63,6,650
8028,C. Horgan,25,Derry City,62,65,173,159,Republic of Ireland,RB,65,31,55,60,58,64,0.7,325
8055,D. Chávez,24,Club Necaxa,62,66,183,168,Mexico,CM,57,60,61,62,48,70,3,400
8136,J. McMillan,22,Livingston FC,62,73,183,170,Scotland,LB,67,33,49,56,58,66,1,475
8137,R. Grego-Cox,23,Crawley Town,62,71,175,143,Republic of Ireland,RM,77,58,51,64,22,47,2,475
8142,A. Zendejas,22,Club Necaxa,62,71,165,141,Mexico,LM,76,47,55,68,40,50,2,475
8194,C. Roberts,21,Newcastle United,62,74,173,143,England,LW,71,61,57,64,28,40,6,550
8195,J. Calero,19,Club León,62,74,183,174,Colombia,ST,58,61,50,62,28,57,3,525
8227,J. Flores,24,Dundalk,62,69,180,165,England,CAM,64,55,63,63,48,57,0.7,425
8257,D. Nazon,26,Sint-Truidense VV,62,65,180,174,Haiti,ST,74,61,46,65,24,60,3,375
8258,D. Hümmet,23,Örebro SK,62,67,188,176,Turkey,ST,59,63,50,57,28,72,1,400
8277,J. Mickels,25,FC Carl Zeiss Jena,62,63,180,181,Germany,ST,79,59,53,62,24,63,0.5,350
8308,B. Sabovic,22,Mjällby AIF,62,71,185,170,North Macedonia,CAM,60,60,62,62,53,66,0.65,450
8317,K. Twardek,23,Bohemian FC,62,71,185,174,Canada,RM,81,54,56,63,36,64,0.65,475
8333,J. McCart,23,St. Johnstone FC,62,73,185,165,Scotland,CB,64,30,38,47,62,66,1,475
8337,M. Sarr,23,Bologna,62,69,190,176,Senegal,GK,65,60,55,70,44,55,3,325
8339,E. Ayuk,20,Philadelphia Union,62,73,173,150,Cameroon,RM,80,56,55,67,42,43,2,525
8355,P. O'Connor,22,Bradford City,62,71,190,170,Republic of Ireland,CB,56,21,38,45,61,72,3,425
8390,I. Jónsson,30,Iceland,62,63,188,181,Iceland,GK,62,60,58,63,46,61,0,0
8413,J. Maguire-Drew,22,Leyton Orient,62,69,180,165,England,LM,71,60,59,62,34,55,3,425
8461,O. Muzayil B,27,Al Fayha,62,62,173,134,Saudi Arabia,RB,76,37,52,60,57,66,4,275
8518,A. Lajami,24,Al Nassr,62,71,178,165,Saudi Arabia,CB,75,47,52,55,62,69,5,425
8519,J. Broh Tonye,22,Cosenza,62,71,180,161,Italy,CDM,71,50,59,63,61,58,0.7,450
8532,M. NDiaye,21,Montpellier HSC,62,72,175,137,Senegal,LB,66,60,61,61,61,54,4,400
8558,G. Amiot,25,Falkenbergs FF,62,64,188,176,France,CB,47,28,45,40,64,66,0.65,325
8595,M. Hauptmeijer,23,PEC Zwolle,62,69,190,154,Netherlands,GK,60,62,60,66,34,63,1,325
8606,G. Saglam,22,Willem II,62,71,178,159,Germany,CAM,72,54,63,64,52,55,2,475
8616,L. Callegari,22,FC Chambly Oise,62,69,175,157,France,CM,59,46,62,66,60,51,0.9,400
8643,A. Baker,23,Newport County,62,66,178,172,Wales,RWB,71,28,51,58,59,63,2,350
8669,M. Piccinocchi,24,Ascoli,62,69,173,148,Italy,CAM,59,51,59,66,56,61,0.75,400
8684,F. Lauenborg,23,Randers FC,62,68,180,163,Denmark,CM,62,51,60,64,57,60,2,400
8805,O. Al Khalaf,23,Al Nassr,62,70,175,148,Saudi Arabia,RB,69,42,58,63,56,68,5,400
8819,T. Robinet,21,FC Sochaux-Montbéliard,62,70,180,165,France,ST,69,60,58,61,30,65,2,450
8821,R. Makowski,23,Slask Wroclaw,62,69,190,172,Poland,CAM,62,61,60,62,46,67,2,425
8828,I. Diallo,22,KAS Eupen,62,68,175,146,Mali,CB,69,32,41,52,63,51,2,375
8838,D. Duhaney,21,Huddersfield Town,62,74,180,154,England,RB,72,33,48,61,58,64,3,500
8869,Marlon Barninho,32,Vasco da Gama,62,62,193,194,Brazil,GK,62,60,58,63,46,61,2,180
8949,Raullino Meneses,20,Vasco da Gama,62,62,175,163,Brazil,CDM,62,43,58,53,62,66,2,300
9048,F. Kohls,23,FC Würzburger Kickers,62,68,173,152,Germany,CDM,66,36,60,62,55,59,2,400
9070,M. Dominguez,24,FC Lausanne-Sport,62,68,173,139,Switzerland,CAM,75,52,57,69,45,47,3,425
9102,Ian González,27,Club Necaxa,62,63,188,183,Spain,ST,41,63,51,60,34,67,3,350
9106,Z. Jules,22,Walsall,62,70,190,187,Scotland,CB,71,34,52,54,60,74,2,400
9114,B. Luciatti,27,Club Atlético Tigre,62,65,178,148,Argentina,CB,63,49,42,50,60,75,3,325
9125,B. Hanlan,23,Bristol Rovers,62,69,183,183,England,ST,86,61,47,64,34,72,2,425
9128,A. Iacovitti,22,Ross County FC,62,68,193,150,Scotland,CB,68,34,50,54,60,73,1,375
9171,M. Weymans,22,Östersunds FK,62,70,175,154,Belgium,LWB,79,44,54,64,52,72,0.85,400
9184,J. Cruz,21,Monterrey,62,73,180,154,Mexico,ST,65,63,55,58,33,60,8,525
9214,R. Delaney,23,Bolton Wanderers,62,70,196,159,Republic of Ireland,CB,54,28,43,48,59,73,2,400
9220,J. Álvarez,21,Monterrey,62,69,178,150,Mexico,RB,65,51,59,64,60,62,7,350
9221,José Amo,22,SD Ponferradina,62,72,180,165,Spain,CB,58,35,53,56,63,56,2,450
9255,L. Checchin,23,Hellas Verona,62,69,180,154,Italy,CM,63,52,65,61,57,63,4,425
9261,M. McGuane,21,Oxford United,62,74,178,161,England,CM,68,47,62,62,54,63,2,525
9276,L. Olivera,18,River Plate,62,77,168,148,Argentina,LB,79,30,47,57,55,56,2,700
9316,J. Barrett,22,Bristol Rovers,62,73,180,157,Republic of Ireland,CAM,71,57,59,64,47,51,2,525
9387,T. Buhagiar,22,Sydney FC,62,71,178,143,Australia,RM,93,54,50,63,23,61,2,475
9391,R. Caballero,29,Sportivo Luqueño,62,62,183,176,Paraguay,ST,61,62,43,59,23,65,0.5,300
9394,M. Bringaker,23,IK Start,62,70,178,161,Norway,ST,77,60,48,66,33,62,0.85,450
9404,T. Glover,22,Melbourne City FC,62,72,190,198,Australia,GK,63,58,61,64,24,63,2,375
9429,A. Donkor,22,SV Waldhof Mannheim,62,72,185,179,Germany,ST,77,60,54,63,33,69,0.8,500
9448,Han Pengfei,27,Wuhan Zall,62,65,190,194,China PR,CB,49,51,53,57,60,78,2,325
9497,R. Ito,22,Urawa Red Diamonds,62,69,175,146,Japan,CAM,82,52,54,66,43,64,2,425
9508,D. Jaiyesimi,22,Swindon Town,62,71,178,168,England,RM,84,57,57,65,29,63,2,475
9509,L. Merolla,25,Club Atlético Huracán,62,69,193,187,Argentina,CB,41,26,35,34,63,71,3,375
9513,S. Ibrahim,23,Mjøndalen IF,62,69,178,170,Nigeria,ST,79,61,44,61,23,72,0.85,425
9621,T. Kanamori,26,Sagan Tosu,62,65,170,163,Japan,RM,93,56,53,69,30,69,1,375
9630,I. Ugbo,21,KSV Cercle Brugge,62,72,185,161,England,ST,73,59,46,58,25,63,2,500
9658,J. Riley B,23,Carlisle United,62,67,183,157,England,RB,72,40,56,60,59,60,2,350
9682,N. Klinger,24,VfL Wolfsburg,62,67,188,185,Germany,GK,59,60,63,64,33,60,4,300
9683,A. Skovgaard,23,Örebro SK,62,69,185,165,Denmark,CB,54,27,42,44,62,67,0.9,375
9704,Park Dong Jin,25,Sangju Sangmu FC,62,65,185,161,Korea Republic,CB,73,55,47,58,63,78,1,375
9718,D. Leahy,22,Dundalk,62,73,185,159,Republic of Ireland,LB,61,50,56,58,61,64,0.65,475
9721,P. Kalambayi,20,AFC Wimbledon,62,74,183,176,England,CB,69,22,41,44,62,73,1,500
9735,M. Maranda,22,SKN St. Pölten,62,72,188,165,Austria,CB,65,28,41,42,61,71,2,450
9762,D. Benítez,32,Zamora FC,62,62,188,181,Venezuela,CB,29,32,40,33,61,76,0.5,190
9794,M. Doucouré,22,Borussia Mönchengladbach,62,75,183,172,France,CB,63,31,48,54,62,59,5,550
9825,P. Szysz,22,Zaglebie Lubin,62,73,178,154,Poland,ST,76,58,51,65,33,66,2,525
9830,J. Taylor,22,Peterborough United,62,71,185,154,Republic of Ireland,CAM,73,56,60,64,54,61,2,450
9876,S. Mbaye,24,Kristiansund BK,62,70,190,176,Senegal,GK,64,59,66,64,27,58,0.6,350
9882,N. Andreev,19,FC Anzhi Makhachkala,62,72,178,134,Russia,RW,74,58,56,67,31,35,3,475
9939,C. O'Keeffe,22,Mansfield Town,62,71,183,154,Republic of Ireland,RWB,74,52,57,58,57,67,3,425
9957,L. Lingman,22,HJK Helsinki,62,71,178,159,Finland,CAM,67,55,63,67,46,56,0.5,450
9958,S. Ylätupa,20,AIK,62,75,170,148,Finland,LM,77,52,61,68,27,56,1,575
10001,A. Carleton,19,Atlanta United,62,75,170,146,United States,CAM,69,60,60,70,35,48,1,575
10048,J. Rodríguez,22,CD Lugo,62,74,180,152,Panama,LM,80,57,55,66,28,59,2,550
10088,N. Rieble,24,VfB Lübeck,62,68,183,176,Germany,CB,70,42,55,60,60,70,0.7,375
10162,I. Vujica,23,Western United FC,62,66,180,183,Australia,LB,66,33,53,64,60,64,0.55,350
10181,P. Menzel,20,VfL Wolfsburg,62,74,193,185,Germany,GK,66,62,59,60,23,59,3,450
10182,M. Welch-Hayes  B,23,Colchester United,62,70,180,170,England,RB,82,36,51,58,57,69,2,400
10187,C. Daferner,22,SG Dynamo Dresden,62,69,188,181,Germany,ST,61,62,42,56,24,63,2,425
10198,T. Krapikas,21,Spezia,62,72,193,187,Lithuania,GK,62,60,58,64,24,59,0.5,400
10200,B. Gyamfi,24,Benevento,62,69,178,168,Ghana,RB,78,32,44,52,60,67,3,375
10209,Álex Zalaya,22,Real Sporting de Gijón,62,74,183,165,Spain,CB,62,29,45,46,63,64,2,500
10220,S. Schreck,21,FC Groningen,62,75,180,139,Germany,CAM,66,47,60,69,35,40,2,575
10245,F. Eguelfi,24,Frosinone,62,67,178,163,Italy,LM,62,43,59,66,59,55,1,400
10277,A. Al Shammary,24,Al Shabab,62,67,178,139,Saudi Arabia,LM,75,49,57,64,53,64,5,350
10287,Rafa Mújica,21,Real Oviedo,62,72,183,154,Spain,CAM,66,63,57,65,32,59,2,500
10332,A. Bifulco,23,Napoli,62,70,173,139,Italy,RM,67,51,63,65,38,45,9,450
10333,J. Green,25,Southend United,62,64,168,159,England,RM,88,54,55,64,33,52,3,375
10366,G. Jaroch,22,Warta Poznan,62,73,170,146,Poland,ST,64,62,42,61,25,57,0.95,525
10383,Vitó,22,Rio Ave FC,62,71,180,154,Portugal,CAM,63,51,58,66,52,66,2,450
10418,P. Lima,28,Sportivo Luqueño,62,64,183,161,Uruguay,CB,56,33,35,45,61,68,0.5,300
10437,H. Smith,25,Northampton Town,62,67,196,187,England,ST,58,61,47,60,31,75,3,400
10463,G. Viscarra,27,Club Bolívar,62,63,190,176,Bolivia,GK,64,59,57,62,27,66,0.5,250
10493,T. O'Connor,21,Gillingham,62,74,180,154,Republic of Ireland,CDM,66,46,59,58,57,69,1,500
10495,J. Vokins,20,Southampton,62,76,180,154,England,LWB,71,45,51,63,59,58,6,625
10514,J. Garrick,21,Swansea City,62,73,183,172,Jamaica,RM,77,53,51,68,21,52,4,525
10544,D. Keillor-Dunn,22,Oldham Athletic,62,68,180,150,England,LM,78,53,55,63,26,53,2,425
10595,J. Koutroumbis,22,Newcastle Jets,62,68,183,161,Australia,CB,70,24,47,60,62,61,0.8,375
10603,Y. van Osch,23,Fortuna Sittard,62,70,183,161,Netherlands,GK,62,59,68,67,43,60,2,350
10610,G. Rojas,23,San Lorenzo de Almagro,62,71,178,150,Argentina,LWB,79,42,53,60,54,63,3,425
10612,K. Jakob,22,FC Augsburg,62,73,183,163,Germany,LWB,67,36,54,61,57,61,4,475
10624,P. Almqvist,20,IFK Norrköping,62,75,178,148,Sweden,CAM,78,50,55,68,38,49,1,575
10625,T. Nydam,20,Ipswich Town,62,73,170,132,England,LM,74,51,62,66,60,58,2,525
10643,K. Lunding,20,Odds BK,62,72,178,152,Denmark,CAM,70,53,56,66,29,47,0.95,500
10672,B. Vazquez,21,FC Cincinnati,62,74,188,174,United States,ST,67,60,48,57,20,65,1,550
