"","Fussballer.Name","Fussballer.Age","Fussballer.Club","Fussballer.Overall","Fussballer.Potential","Height"
"15314","L. Fenton",25,"Wellington Phoenix",59,61,175.26
"15315","M. Özvardar",20,"Sivasspor",59,70,182.88
"15316","J. Rasheed",26,"BK Häcken",59,63,190.5
"15317","A. Siemaszko",21,"Zagłębie Lubin",59,66,180.34
"15318","B. Breukers",19,"Fortuna Sittard",59,69,177.8
"15319","G. Kılıç",18,"1. FC Heidenheim 1846",59,76,182.88
"15320","H. Koné",30,"Neuchâtel Xamax",59,59,167.64
"15321","Iván Martos",21,"UD Almería",59,71,182.88
"15322","D. O'Halloran",22,"Waterford FC",59,68,172.72
"15323","G. McEachran",17,"Chelsea",59,81,175.26
"15324","N. Mekonnen",18,"RB Leipzig",59,75,177.8
"15325","L. Wedl",22,"FC Wacker Innsbruck",59,67,185.42
"15326","C. Hall",20,"Accrington Stanley",59,74,180.34
"15327","L. Pfeiffer",21,"VfL Osnabrück",59,67,195.58
"15328","D. Markey",21,"St. Patrick's Athletic",59,70,170.18
"15329","J. Schuurman",20,"Vitesse",59,69,182.88
"15330","J. Stanic",19,"FC Augsburg",59,73,187.96
"15331","Joo Hyun Ho",22,"Suwon Samsung Bluewings",59,68,182.88
"15332","A. de Jong",21,"",59,67,180.34
"15333","W. Sietsma",22,"Milton Keynes Dons",59,68,190.5
"15334","C. Jordan",19,"Bournemouth",59,73,185.42
"15335","Óscar Gil",20,"Elche CF",59,69,180.34
"15336","S. Matthews",21,"Bristol Rovers",59,67,175.26
"15337","K. Fukuda",33,"V-Varen Nagasaki",59,59,175.26
"15338","O. Patrick",22,"Yeovil Town",59,69,185.42
"15339","L. Kryeziu",19,"FC Lugano",59,74,180.34
"15340","J. Lyden",22,"Oldham Athletic",59,69,177.8
"15341","K. Hansen",17,"Southampton",59,72,180.34
"15342","Y. Yakovenko",24,"Esbjerg fB",59,63,193.04
"15343","B. Sabovic",20,"Djurgårdens IF",59,68,185.42
"15344","F. Irie",20,"KSV Cercle Brugge",59,70,165.1
"15345","S. Hornby",23,"Port Vale",59,63,185.42
"15346","D. Padilla",24,"La Equidad",59,63,175.26
"15347","M. Bakhit",26,"Al Hazem",59,60,167.64
"15348","S. Sosa",19,"River Plate",59,74,177.8
"15349","F. Mveng",26,"FC Sion",59,62,175.26
"15350","M. Velázquez",27,"Club León",59,59,167.64
"15351","Nuno Malheiro",24,"Zagłębie Sosnowiec",59,63,170.18
"15352","K. Devaney",27,"Bohemian FC",59,59,177.8
"15353","Zhang Jiaqi",26,"Guangzhou R&F; FC",59,61,193.04
"15354","Oleaga",21,"Athletic Club de Bilbao",59,68,198.12
"15355","J. Kristoffersen",21,"Hobro IK",59,66,198.12
"15356","F. Şimşek",20,"Çaykur Rizespor",59,74,185.42
"15357","R. Singh",28,"",59,59,185.42
"15358","M. Smith",22,"Swindon Town",59,66,177.8
"15359","M. Čović",20,"Hertha BSC",59,76,170.18
"15360","Z. de la Paz",23,"Oldham Athletic",59,68,187.96
"15361","N. Sugai",33,"Vegalta Sendai",59,59,177.8
"15362","K. Ikeda",31,"Sagan Tosu",59,59,177.8
"15363","M. Fonseca",22,"Patronato",59,68,172.72
"15364","Y. Roemer",16,"VVV-Venlo",59,75,180.34
"15365","R. Simpson",33,"Milton Keynes Dons",59,59,185.42
"15366","Kim Gyeong Jae",24,"Sangju Sangmu FC",59,64,182.88
"15367","Jeong Seung Won",21,"Daegu FC",59,72,170.18
"15368","M. Šverko",20,"Karlsruher SC",59,73,187.96
"15369","T. Corbaz",24,"Neuchâtel Xamax",59,67,177.8
"15370","R. Marín",20,"Club Necaxa",59,76,180.34
"15371","B. Lika",25,"Grasshopper Club Zürich",59,62,177.8
"15372","N. Baumann",22,"FC Lugano",59,67,193.04
"15373","M. Kamenz",19,"FSV Zwickau",59,65,187.96
"15374","Wang Wei",29,"Shanghai Greenland Shenhua FC",59,59,182.88
"15375","K. Sidibé",19,"Toulouse Football Club",59,74,200.66
"15376","A. Ramalingom",25,"AS Béziers",59,64,177.8
"15377","Zhou Liao",29,"Tianjin TEDA FC",59,59,182.88
"15378","K. Madianga",24,"Dundee FC",59,65,172.72
"15379","K. Grabara",19,"Liverpool",59,76,190.5
"15380","I. Al Shuayl",23,"Al Qadisiyah",59,66,167.64
"15381","P. Gehrmann",23,"FC Energie Cottbus",59,68,182.88
"15382","T. Weiner",19,"Holstein Kiel",59,72,190.5
"15383","O. Al Khalaf",21,"Ettifaq FC",59,70,175.26
"15384","V. Kušej",18,"SG Dynamo Dresden",59,77,167.64
"15385","F. Manzo",19,"Unión La Calera",59,68,175.26
"15386","B. Chorbadzhiyski",22,"",59,69,195.58
"15387","A. Sissoko",21,"Clermont Foot 63",59,69,177.8
"15388","D. Olsson",21,"IF Elfsborg",59,69,198.12
"15389","P. McClean",21,"Sligo Rovers",59,71,185.42
"15390","D. Horkaš",19,"Dinamo Zagreb",59,69,187.96
"15391","T. Enomoto",35,"Urawa Red Diamonds",59,59,180.34
"15392","S. Sidler",19,"FC Luzern",59,72,185.42
"15393","C. Kühlwetter",22,"1. FC Kaiserslautern",59,67,180.34
"15394","A. Busti",18,"",59,77,182.88
"15395","A. Mitchell",22,"",59,67,190.5
"15396","E. Robson",21,"Sunderland",59,70,177.8
"15397","Moon Jeong In",20,"Ulsan Hyundai FC",59,70,193.04
"15398","Gao Jiarun",23,"Tianjin TEDA FC",59,65,182.88
"15399","D. Pender",33,"Bohemian FC",59,59,177.8
"15400","A. Gamboa",19,"Waasland-Beveren",59,72,190.5
"15401","E. Henschel",21,"Hallescher FC",59,69,185.42
"15402","J. Abbel",19,"Willem II",59,70,180.34
"15403","A. Al Amri",21,"Al Wehda",59,69,185.42
"15404","Han Seung Wook",22,"Jeonnam Dragons",59,68,175.26
"15405","K. Eek",30,"Ranheim Fotball",59,59,187.96
"15406","C. Manley",22,"Minnesota United FC",59,69,180.34
"15407","J. Peñaloza",18,"SD Huesca",59,77,172.72
"15408","D. Martinović",21,"SV Wehen Wiesbaden",59,67,177.8
"15409","T. Müsel",18,"Borussia Mönchengladbach",59,76,185.42
"15410","E. Coronel",21,"Club Atlético Banfield",59,67,175.26
"15411","W. Ditta",21,"Junior FC",59,68,180.34
"15412","J. Andersson",23,"Djurgårdens IF",59,68,175.26
"15413","Lee Sang Hyeob",28,"Sangju Sangmu FC",59,59,177.8
"15414","R. Sykes",19,"Accrington Stanley",59,72,195.58
"15415","P. Kucharczyk",21,"Śląsk Wrocław",59,62,185.42
"15416","P. Bucha",20,"Viktoria Plzeň",59,68,172.72
"15417","J. Wrąbel",22,"Śląsk Wrocław",59,69,193.04
"15418","K. Colvey",24,"Colorado Rapids",59,63,177.8
"15419","O. Al Sunain",23,"Ettifaq FC",59,66,170.18
"15420","B. Wilmot",18,"Watford",59,79,187.96
"15421","S. Kelly",24,"Hamilton Academical FC",59,62,182.88
"15422","M. Bachini",23,"Spezia",59,70,187.96
"15423","Iván Jaime",17,"Málaga CF",59,74,180.34
"15424","R. Armand",31,"GFC Ajaccio",59,59,182.88
"15425","C. Dunn",30,"Walsall",59,59,193.04
"15426","Oh Inpyo",21,"LASK Linz",59,67,177.8
"15427","M. Tyler",41,"Peterborough United",59,59,182.88
"15428","R. Ariza",20,"Alianza Petrolera",59,65,170.18
"15429","B. Murphy",33,"St. Patrick's Athletic",59,59,177.8
"15430","N. Tenaglia",22,"Club Atlético Talleres",59,69,182.88
"15431","J. Meier",18,"FC Bayern München",59,75,177.8
"15432","B. Goller",19,"FC Schalke 04",59,75,180.34
"15433","N. Yamada",27,"Urawa Red Diamonds",59,59,167.64
"15434","P. Arredondo",23,"Deportes Iquique",59,66,182.88
"15435","C. Mitchell",22,"St. Johnstone FC",59,65,182.88
"15436","K. Taylor",18,"Bournemouth",59,72,177.8
"15437","F. Hollinger-Janzen",24,"New England Revolution",59,65,182.88
"15438","M. Baghdadi",21,"Bristol Rovers",59,67,177.8
"15439","O. Sterling-James",24,"Mansfield Town",59,62,177.8
"15440","Yang Ting",25,"Guizhou Hengfeng FC",59,62,182.88
"15441","K. Kaïboue",19,"Montpellier HSC",59,71,182.88
"15442","V. Burgoa",17,"Godoy Cruz",59,74,175.26
"15443","Pol Moreno",24,"GIF Sundsvall",59,67,193.04
"15444","M. Blakstad",24,"Ranheim Fotball",59,66,193.04
"15445","S. Tigges",19,"VfL Osnabrück",59,69,195.58
"15446","S. Abdullah",29,"Ohod Club",59,59,177.8
"15447","A. Lewis",20,"Swansea City",59,76,182.88
"15448","C. Kablan",23,"FC Thun",59,65,175.26
"15449","O. Bertel",21,"Millonarios FC",59,67,175.26
"15450","J. Bridge",22,"Northampton Town",59,67,177.8
"15451","Song Wenjie",27,"Hebei China Fortune FC",59,59,185.42
"15452","H. Konaté",23,"Valenciennes FC",59,63,182.88
"15453","L. Zigi",21,"FC Sochaux-Montbéliard",59,69,187.96
"15454","Raúl Sánchez",20,"CD Leganés",59,70,187.96
"15455","A. Önal",22,"MKE Ankaragücü",59,68,180.34
"15456","A. Casco",21,"Club Atlético Huracán",59,66,172.72
"15457","L. Forte",23,"Pescara",59,65,175.26
"15458","D. Cawley",26,"Sligo Rovers",59,60,177.8
"15459","Che Shiwei",21,"Hebei China Fortune FC",59,70,182.88
"15460","K. Malinov",24,"",59,65,170.18
"15461","F. Bjørkan",19,"FK Bodø/Glimt",59,67,175.26
"15462","J. Córdova",23,"CD Huachipato",59,68,165.1
"15463","T. Marsh",24,"Macclesfield Town",59,63,180.34
"15464","L. Merolla",23,"Club Atlético Huracán",59,64,193.04
"15465","V. Wojtkowiak",21,"Racing Club de Lens",59,71,182.88
"15466","G. Verón",17,"Argentinos Juniors",59,79,182.88
"15467","R. Meraz",18,"Monarcas Morelia",59,71,177.8
"15468","Ou Ya",32,"Hebei China Fortune FC",59,59,193.04
"15469","T. Miyazaki",31,"Júbilo Iwata",59,59,170.18
"15470","J. Al Shammari",26,"Al Batin",59,61,182.88
"15471","C. Wood",21,"Bradford City",59,70,177.8
"15472","F. Pintos",25,"Jaguares de Córdoba",59,62,180.34
"15473","Maikel Santana",26,"Neuchâtel Xamax",59,60,193.04
"15474","K. Hoffmann",23,"FSV Zwickau",59,65,180.34
"15475","J. Gies",23,"SV Meppen",59,64,187.96
"15476","I. Arai",24,"Nagoya Grampus",59,64,185.42
"15477","A. Kecskés",22,"FC Lugano",59,67,190.5
"15478","Li Benjian",32,"Henan Jianye FC",59,59,177.8
"15479","Cha Yeong Hwan",27,"Sangju Sangmu FC",59,61,182.88
"15480","M. Sawa",35,"Kashiwa Reysol",59,59,172.72
"15481","Sergio Gónzalez",21,"Cádiz CF",59,66,182.88
"15482","W. Burger",17,"Feyenoord",59,79,190.5
"15483","A. Hernández",20,"U.N.A.M.",59,71,182.88
"15484","A. Hadzic",19,"IK Start",59,73,182.88
"15485","O. Ashoor",28,"Ohod Club",59,59,170.18
"15486","E. Sonupé",22,"Stevenage",59,66,180.34
"15487","Alberto González",21,"Córdoba CF",59,67,180.34
"15488","W. Patching",19,"Notts County",59,73,185.42
"15489","M. Kremer",28,"SV Meppen",59,59,175.26
"15490","J. Vergara Berrio",19,"De Graafschap",59,71,177.8
"15491","D. Wright",20,"Colchester United",59,71,177.8
"15492","E. Louro",22,"New York Red Bulls",59,67,190.5
"15493","K. Alexandersson",25,"Kristiansund BK",59,61,193.04
"15494","N. Konstandopoulos",22,"Adelaide United",59,67,177.8
"15495","S. Seferings",22,"TSV 1860 München",59,63,185.42
"15496","C. Estrada",21,"Club América",59,73,182.88
"15497","I. El Kabbou",18,"CF Reus Deportiu",59,78,175.26
"15498","B. Mensah",23,"Lincoln City",59,64,172.72
"15499","Cui Peng",31,"Shandong Luneng TaiShan FC",59,59,177.8
"15500","Zhang Wei",25,"Shanghai SIPG FC",59,63,175.26
"15501","F. López",20,"Argentinos Juniors",59,76,170.18
"15502","T. van den Belt",17,"PEC Zwolle",59,74,175.26
"15503","Tan Wangsong",32,"Tianjin TEDA FC",59,59,180.34
"15504","D. Rosin",22,"VfL Sportfreunde Lotte",59,71,182.88
"15505","M. Lund",22,"Odense Boldklub",59,66,182.88
"15506","M. Busi",18,"Sporting de Charleroi",59,72,180.34
"15507","D. Blazevic",25,"Hammarby IF",59,65,190.5
"15508","D. Chambost",20,"AS Saint-Étienne",59,67,175.26
"15509","S. Shearer",37,"Oxford United",59,59,190.5
"15510","M. Steeves",23,"Houston Dynamo",59,66,193.04
"15511","A. Ceylan",20,"SC Fortuna Köln",59,70,170.18
"15512","Samu Pérez",21,"Real Valladolid CF",59,68,180.34
"15513","R. Williams",27,"Tranmere Rovers",59,59,170.18
"15514","D. Shiels",33,"Derry City",59,59,180.34
"15515","N. Okafor",18,"FC Basel 1893",59,79,185.42
"15516","S. Briñone",21,"Patronato",59,68,190.5
"15517","N. Maeda",23,"Nagoya Grampus",59,65,175.26
"15518","O. Ökke",22,"Yeni Malatyaspor",59,68,170.18
"15519","A. Lotti",22,"Unión de Santa Fe",59,68,177.8
"15520","E. Lara",18,"Club León",59,75,175.26
"15521","E. Salles",24,"Grenoble Foot 38",59,66,187.96
"15522","N. Ofoborh",18,"Bournemouth",59,75,182.88
"15523","J. Sotirio",22,"Western Sydney Wanderers",59,66,175.26
"15524","A. Didic",23,"Sporting Kansas City",59,68,193.04
"15525","L. Kryger",35,"AC Horsens",59,59,187.96
"15526","R. Willmott",28,"Newport County",59,59,175.26
"15527","B. McGrath",27,"Esbjerg fB",59,59,182.88
"15528","B. Provoste",18,"Colo-Colo",59,79,177.8
"15529","F. Brorsson",21,"Trelleborgs FF",59,69,180.34
"15530","Zhang Yi",24,"Shanghai SIPG FC",59,64,180.34
"15531","P. Mullin",23,"Tranmere Rovers",59,64,177.8
"15532","T. Hadler",21,"Gillingham",59,64,195.58
"15533","R. Goteni",22,"ESTAC Troyes",59,64,187.96
"15534","A. Ikedi",19,"FK Haugesund",59,72,198.12
"15535","A. Najem",23,"Philadelphia Union",59,66,172.72
"15536","M. Ortíz",24,"Rosario Central",59,63,185.42
"15537","J. Díaz Price",19,"Club León",59,70,175.26
"15538","S. Duggan",29,"Waterford FC",59,59,170.18
"15539","M. Šarkić",20,"Aston Villa",59,67,193.04
"15540","P. Sussek",18,"FC Ingolstadt 04",59,75,175.26
"15541","K. Pytlik",20,"VfL Sportfreunde Lotte",59,66,182.88
"15542","N. Alioui",19,"KSV Cercle Brugge",59,72,177.8
"15543","A. Racioppi",19,"Olympique Lyonnais",59,76,185.42
"15544","Kim Yeong Bin",26,"Sangju Sangmu FC",59,62,180.34
"15545","M. Hamrol",24,"Korona Kielce",59,65,195.58
"15546","J. Cataldi",19,"Gimnasia y Esgrima La Plata",59,75,172.72
"15547","S. Kaya",22,"Göztepe SK",59,68,177.8
"15548","C. Veerachat",22,"Cerezo Osaka",59,63,170.18
"15549","R. Rösch",19,"FC Augsburg",59,72,180.34
"15550","D. Clarke",25,"St. Patrick's Athletic",59,61,177.8
"15551","J. Maguire",22,"Crawley Town",59,66,177.8
"15552","Myeong Joon Jae",23,"Jeonbuk Hyundai Motors",59,63,175.26
"15553","A. Romero",20,"Pachuca",59,74,187.96
"15554","M. Segbers",22,"New England Revolution",59,68,175.26
"15555","A. Çelebi",19,"Beşiktaş JK",59,73,195.58
"15556","F. Arhin",19,"Östersunds FK",59,71,165.1
"15557","E. Opoku",20,"Columbus Crew SC",59,69,170.18
"15558","J. Kirkpatrick",26,"St. Mirren",59,61,177.8
"15559","T. Wiesner",21,"Fortuna Düsseldorf",59,69,193.04
"15560","E. Steen",24,"FK Bodø/Glimt",59,65,180.34
"15561","L. Mandeville",21,"Morecambe",59,69,180.34
"15562","K. Ødemarksbakken",22,"Lillestrøm SK",59,67,180.34
"15563","F. Serraiocco",24,"Carpi",59,63,190.5
"15564","H. Sarpei",19,"VfB Stuttgart",59,71,177.8
"15565","N. Sandberg",23,"IK Start",59,66,180.34
"15566","I. Aliseda",18,"Defensa y Justicia",59,75,170.18
"15567","F. Dahmen",20,"1. FSV Mainz 05",59,71,185.42
"15568","K. Irep",22,"Le Havre AC",59,67,182.88
"15569","M. Flynn",37,"Newport County",59,59,180.34
"15570","B. Mugabi",23,"Yeovil Town",59,64,187.96
"15571","P. Menzel",19,"VfL Wolfsburg",59,75,193.04
"15572","D. Fontani",21,"Chamois Niortais Football Club",59,65,190.5
"15573","A. Nava",18,"Club Tijuana",59,76,170.18
"15574","G. Della Bernardina",19,"Cittadella",59,74,187.96
"15575","E. Alvarado",20,"Club Tijuana",59,69,180.34
"15576","A. McGowan",21,"Hamilton Academical FC",59,69,180.34
"15577","S. Joss",23,"FC Thun",59,66,177.8
"15578","João Virgínia",18,"Everton",59,76,190.5
"15579","N. Lüchinger",23,"FC St. Gallen",59,66,175.26
"15580","Y. Mabella",22,"AS Nancy Lorraine",59,68,182.88
"15581","R. Hale",19,"Derry City",59,76,175.26
"15582","E. Embleton",19,"Grimsby Town",59,76,172.72
"15583","N. Nasseri",21,"Gillingham",59,65,175.26
"15584","C. Elva",21,"FC Würzburger Kickers",59,64,177.8
"15585","V. Stenzel",21,"FC Carl Zeiss Jena",59,65,180.34
"15586","I. Al Talhi",23,"Al Fateh",59,64,165.1
"15587","A. Mumin",20,"FC Nordsjælland",59,70,185.42
"15588","Paulo Alves",20,"Wolverhampton Wanderers",59,70,175.26
"15589","Y. Armougom",20,"Stade Malherbe Caen",59,73,172.72
"15590","T. Kucz",18,"Bayer 04 Leverkusen",59,75,182.88
"15591","S. Sy",19,"Amiens SC",59,71,175.26
"15592","M. McKee",19,"Stevenage",59,71,177.8
"15593","Cui Yongzhe",31,"Chongqing Dangdai Lifan FC SWM Team",59,59,175.26
"15594","S. Bengriba",37,"Grenoble Foot 38",59,59,175.26
"15595","T. Yanagi",20,"FC Tokyo",59,71,185.42
"15596","J. Bekkema",22,"SC Heerenveen",59,67,185.42
"15597","A. Al Yami",21,"Al Fayha",59,71,175.26
"15598","Ding Jie",31,"Chongqing Dangdai Lifan FC SWM Team",59,59,182.88
"15599","J. Bednarczyk",19,"Bayer 04 Leverkusen",59,77,182.88
"15600","J. Ingham",24,"Melbourne Victory",59,62,180.34
"15601","G. Quezada",21,"CD Lugo",59,67,175.26
"15602","M. Fallatah",22,"Al Hilal",59,69,182.88
"15603","F. Agu",18,"VfL Osnabrück",59,73,165.1
"15604","R. Polley",19,"ADO Den Haag",59,71,182.88
"15605","I. Chair",20,"Queens Park Rangers",59,72,172.72
"15606","I. Khemis",22,"Doncaster Rovers",59,69,175.26
"15607","M. Álvarez",24,"Patriotas Boyacá FC",59,66,177.8
"15608","O. Brynhildsen",19,"Stabæk Fotball",59,78,177.8
"15609","R. Al Hafizi",22,"Ohod Club",59,67,175.26
"15610","M. Rosas",20,"Universidad Católica",59,74,170.18
"15611","J. Torres",21,"Atlético Bucaramanga",59,74,177.8
"15612","B. Dennehy",31,"Limerick FC",59,59,172.72
"15613","J. Martin",29,"Bristol Rovers",59,59,182.88
"15614","E. Whitehouse",24,"Grimsby Town",59,64,180.34
"15615","M. Quiñones",22,"Deportivo Pasto",59,64,172.72
"15616","R. Keskin",19,"Bursaspor",59,68,175.26
"15617","Zhang Li",28,"Changchun Yatai FC",59,59,172.72
"15618","A. Lacey",25,"Gillingham",59,66,187.96
"15619","J. Shipley",20,"Coventry City",59,69,182.88
"15620","L. Fadinger",17,"SK Sturm Graz",59,72,172.72
"15621","P. Gómez",20,"Puebla FC",59,71,165.1
"15622","M. Kudus",17,"FC Nordsjælland",59,79,170.18
"15623","J. Maxted",24,"Accrington Stanley",59,64,182.88
"15624","Chu Jinzhao",25,"Tianjin Quanjian FC",59,63,175.26
"15625","J. Medina",27,"Club Necaxa",59,60,165.1
"15626","L. Ndenbe",18,"KV Oostende",59,74,170.18
"15627","Dai Wai-Tsun",18,"Oxford United",59,71,175.26
"15628","M. Virtue",21,"Liverpool",59,71,175.26
"15629","M. Curry",18,"Middlesbrough",59,76,170.18
"15630","F. Castro",23,"Club Necaxa",59,67,177.8
"15631","L. Weinkauf",21,"Hannover 96",59,71,187.96
"15632","S. Wilson",25,"Macclesfield Town",59,62,182.88
"15633","M. Andersson",37,"Trelleborgs FF",59,59,180.34
"15634","T. Wiesner",20,"Sparta Praha",59,68,175.26
"15635","B. Wright",23,"New England Revolution",59,67,182.88
"15636","C. Holse",19,"FC København",59,76,175.26
"15637","S. Vidal",22,"Red Star FC",59,66,167.64
"15638","M. Kelly",20,"Bristol Rovers",59,68,180.34
"15639","H. Andersson",19,"Malmö FF",59,74,185.42
"15640","A. DeJohn",27,"Dalkurd FF",59,61,182.88
"15641","T. Klupś",18,"Lech Poznań",59,76,177.8
"15642","K. O'Hara",22,"Macclesfield Town",59,68,190.5
"15643","T. Mølgaard",21,"Vejle Boldklub",59,67,182.88
"15644","S. Singh",22,"",59,65,187.96
"15645","H. Benkaïd",28,"US Orléans Loiret Football",59,59,177.8
"15646","Obama",18,"Atlético Madrid",59,79,170.18
"15647","J. Falkmar",26,"IF Brommapojkarna",59,60,185.42
"15648","N. Bazan",19,"Vélez Sarsfield",59,69,182.88
"15649","Y. Takaoka",22,"Sagan Tosu",59,66,180.34
"15650","D. Nasu",36,"Vissel Kobe",59,59,180.34
"15651","D. Conner",24,"Chicago Fire",59,66,180.34
"15652","S. Kodama",19,"Nagoya Grampus",59,69,165.1
"15653","A. Thapa",20,"",59,71,170.18
"15654","S. Farhan",21,"Al Raed",59,71,180.34
"15655","A. Ablet",31,"Henan Jianye FC",59,59,177.8
"15656","Yoo Ji Ha",19,"Pohang Steelers",59,74,182.88
"15657","M. López",27,"Atlético Huila",59,60,182.88
"15658","K. Huntelaar",19,"De Graafschap",59,70,185.42
"15659","J. Atanasov",18,"Bursaspor",59,76,187.96
"15660","K. Leidsman",19,"De Graafschap",59,69,182.88
"15661","M. Spasic",20,"FC Admira Wacker Mödling",59,67,180.34
"15662","C. Topaloglu",26,"Çaykur Rizespor",59,62,185.42
"15663","D. Jarvis",26,"Dundalk",59,62,177.8
"15664","P. Esquivel",24,"Club Necaxa",59,64,175.26
"15665","S. Mandash",23,"Al Faisaly",59,65,167.64
"15666","A. Abdellaoui",25,"FC Sion",59,64,185.42
"15667","D. Bajselmani",19,"PEC Zwolle",59,70,177.8
"15668","E. Ferigra",19,"Torino",59,72,187.96
"15669","J. Turley",28,"Notts County",59,59,185.42
"15670","A. Barreal",17,"Vélez Sarsfield",59,73,172.72
"15671","F. Pasqualoni",21,"Cosenza",59,68,187.96
"15672","L. Tempelmann",19,"SC Freiburg",59,75,175.26
"15673","Ahn Seong Nam",34,"Gyeongnam FC",59,59,175.26
"15674","Kang Bong Gyun",24,"Suwon Samsung Bluewings",59,64,187.96
"15675","D. García",21,"Gimnasia y Esgrima La Plata",59,68,170.18
"15676","T. Rotter",26,"TSV Hartberg",59,61,187.96
"15677","M. Kadlec",18,"FC Admira Wacker Mödling",59,75,182.88
"15678","S. Serderov",24,"Cracovia",59,65,175.26
"15679","A. Jędrych",26,"Zagłębie Sosnowiec",59,64,187.96
"15680","J. Muscatt",20,"Bolton Wanderers",59,69,177.8
"15681","M. Daly",17,"Huddersfield Town",59,80,175.26
"15682","T. De Bie",21,"KV Oostende",59,67,182.88
"15683","E. Elizalde",18,"Pescara",59,79,177.8
"15684","G. León",18,"Deportivo Toluca",59,74,175.26
"15685","S. Çetin",17,"Eintracht Frankfurt",59,80,175.26
"15686","A. Urzi",18,"Club Atlético Banfield",59,76,167.64
"15687","J. Dunleavy",26,"Sligo Rovers",59,59,182.88
"15688","A. Al Saluli",19,"Al Ittihad",59,74,195.58
"15689","K. Chvedukas",27,"Dundalk",59,60,175.26
"15690","A. Al Dawsari",20,"Al Nassr",59,69,177.8
"15691","E. Korkmaz",21,"VVV-Venlo",59,68,180.34
"15692","J. Galetto",21,"Patronato",59,68,177.8
"15693","S. Russell",35,"Grimsby Town",59,59,182.88
"15694","O. Sail",22,"Wellington Phoenix",59,67,193.04
"15695","M. Hudson",19,"Bury",59,65,193.04
"15696","N. Bizet",21,"AJ Auxerre",59,69,190.5
"15697","Madger Gomes",21,"FC Sochaux-Montbéliard",59,70,180.34
"15698","Iker Goujón",18,"CF Reus Deportiu",59,75,172.72
"15699","F. Bin Jamayah",23,"Al Nassr",59,68,175.26
"15700","N. Anderton",22,"Accrington Stanley",59,69,187.96
"15701","C. Storm",23,"Sporting Kansas City",59,66,177.8
"15702","J. Bruhns",19,"SC Fortuna Köln",59,71,187.96
"15703","E. Ybáñez",19,"Argentinos Juniors",59,70,172.72
"15704","E. Karic",21,"SCR Altach",59,66,185.42
"15705","L. Ridehalgh",27,"Tranmere Rovers",59,60,177.8
"15706","J. Bolado",20,"Godoy Cruz",59,69,182.88
"15707","A. Riemann",26,"VfL Osnabrück",59,59,182.88
"15708","A. Gogić",24,"Hamilton Academical FC",59,66,185.42
